concept_id,domain,variant_id,base_meaning,headline
21,equity,8,equity outlook briefing signals valuation compression for regional equity baskets,Investors read equity outlook briefing as a sign of valuation compression for regional equity baskets.
21,equity,9,equity outlook briefing signals valuation compression for regional equity baskets,regional equity baskets face renewed risk after equity outlook briefing signaled valuation compression.
21,equity,10,equity outlook briefing signals valuation compression for regional equity baskets,"valuation compression expectations increased following equity outlook briefing, impacting regional equity baskets."
22,rates,1,FOMC meeting signals yield curve steepening for duration-sensitive bond exposures,FOMC meeting is signaling yield curve steepening for duration-sensitive bond exposures.
22,rates,2,FOMC meeting signals yield curve steepening for duration-sensitive bond exposures,duration-sensitive bond exposures are reacting as FOMC meeting points to yield curve steepening.
22,rates,3,FOMC meeting signals yield curve steepening for duration-sensitive bond exposures,"FOMC meeting now suggests yield curve steepening, putting pressure on duration-sensitive bond exposures."
22,rates,4,FOMC meeting signals yield curve steepening for duration-sensitive bond exposures,duration-sensitive bond exposures are being repriced because FOMC meeting indicates yield curve steepening.
22,rates,5,FOMC meeting signals yield curve steepening for duration-sensitive bond exposures,"yield curve steepening is being signaled by FOMC meeting, affecting duration-sensitive bond exposures."
22,rates,6,FOMC meeting signals yield curve steepening for duration-sensitive bond exposures,"After FOMC meeting, markets are pricing in yield curve steepening for duration-sensitive bond exposures."
22,rates,7,FOMC meeting signals yield curve steepening for duration-sensitive bond exposures,"FOMC meeting implies yield curve steepening, so duration-sensitive bond exposures are under review."
22,rates,8,FOMC meeting signals yield curve steepening for duration-sensitive bond exposures,Investors read FOMC meeting as a sign of yield curve steepening for duration-sensitive bond exposures.
22,rates,9,FOMC meeting signals yield curve steepening for duration-sensitive bond exposures,duration-sensitive bond exposures face renewed risk after FOMC meeting signaled yield curve steepening.
22,rates,10,FOMC meeting signals yield curve steepening for duration-sensitive bond exposures,"yield curve steepening expectations increased following FOMC meeting, impacting duration-sensitive bond exposures."
23,commodity,1,inventory report update signals inventory drawdown for commodity-linked holdings,inventory report update is signaling inventory drawdown for commodity-linked holdings.
23,commodity,2,inventory report update signals inventory drawdown for commodity-linked holdings,commodity-linked holdings are reacting as inventory report update points to inventory drawdown.
23,commodity,3,inventory report update signals inventory drawdown for commodity-linked holdings,"inventory report update now suggests inventory drawdown, putting pressure on commodity-linked holdings."
23,commodity,4,inventory report update signals inventory drawdown for commodity-linked holdings,commodity-linked holdings are being repriced because inventory report update indicates inventory drawdown.
23,commodity,5,inventory report update signals inventory drawdown for commodity-linked holdings,"inventory drawdown is being signaled by inventory report update, affecting commodity-linked holdings."
23,commodity,6,inventory report update signals inventory drawdown for commodity-linked holdings,"After inventory report update, markets are pricing in inventory drawdown for commodity-linked holdings."
23,commodity,7,inventory report update signals inventory drawdown for commodity-linked holdings,"inventory report update implies inventory drawdown, so commodity-linked holdings are under review."
23,commodity,8,inventory report update signals inventory drawdown for commodity-linked holdings,Investors read inventory report update as a sign of inventory drawdown for commodity-linked holdings.
23,commodity,9,inventory report update signals inventory drawdown for commodity-linked holdings,commodity-linked holdings face renewed risk after inventory report update signaled inventory drawdown.
23,commodity,10,inventory report update signals inventory drawdown for commodity-linked holdings,"inventory drawdown expectations increased following inventory report update, impacting commodity-linked holdings."
24,crypto,1,risk sentiment shift signals regulatory uncertainty for crypto and digital-asset proxies,risk sentiment shift is signaling regulatory uncertainty for crypto and digital-asset proxies.
24,crypto,2,risk sentiment shift signals regulatory uncertainty for crypto and digital-asset proxies,crypto and digital-asset proxies are reacting as risk sentiment shift points to regulatory uncertainty.
24,crypto,3,risk sentiment shift signals regulatory uncertainty for crypto and digital-asset proxies,"risk sentiment shift now suggests regulatory uncertainty, putting pressure on crypto and digital-asset proxies."
24,crypto,4,risk sentiment shift signals regulatory uncertainty for crypto and digital-asset proxies,crypto and digital-asset proxies are being repriced because risk sentiment shift indicates regulatory uncertainty.
24,crypto,5,risk sentiment shift signals regulatory uncertainty for crypto and digital-asset proxies,"regulatory uncertainty is being signaled by risk sentiment shift, affecting crypto and digital-asset proxies."
24,crypto,6,risk sentiment shift signals regulatory uncertainty for crypto and digital-asset proxies,"After risk sentiment shift, markets are pricing in regulatory uncertainty for crypto and digital-asset proxies."
24,crypto,7,risk sentiment shift signals regulatory uncertainty for crypto and digital-asset proxies,"risk sentiment shift implies regulatory uncertainty, so crypto and digital-asset proxies are under review."
24,crypto,8,risk sentiment shift signals regulatory uncertainty for crypto and digital-asset proxies,Investors read risk sentiment shift as a sign of regulatory uncertainty for crypto and digital-asset proxies.
24,crypto,9,risk sentiment shift signals regulatory uncertainty for crypto and digital-asset proxies,crypto and digital-asset proxies face renewed risk after risk sentiment shift signaled regulatory uncertainty.
24,crypto,10,risk sentiment shift signals regulatory uncertainty for crypto and digital-asset proxies,"regulatory uncertainty expectations increased following risk sentiment shift, impacting crypto and digital-asset proxies."
25,fx,1,currency policy signal signals usd strength for currency-sensitive allocations,currency policy signal is signaling usd strength for currency-sensitive allocations.
25,fx,2,currency policy signal signals usd strength for currency-sensitive allocations,currency-sensitive allocations are reacting as currency policy signal points to usd strength.
25,fx,3,currency policy signal signals usd strength for currency-sensitive allocations,"currency policy signal now suggests usd strength, putting pressure on currency-sensitive allocations."
25,fx,4,currency policy signal signals usd strength for currency-sensitive allocations,currency-sensitive allocations are being repriced because currency policy signal indicates usd strength.
25,fx,5,currency policy signal signals usd strength for currency-sensitive allocations,"usd strength is being signaled by currency policy signal, affecting currency-sensitive allocations."
25,fx,6,currency policy signal signals usd strength for currency-sensitive allocations,"After currency policy signal, markets are pricing in usd strength for currency-sensitive allocations."
25,fx,7,currency policy signal signals usd strength for currency-sensitive allocations,"currency policy signal implies usd strength, so currency-sensitive allocations are under review."
25,fx,8,currency policy signal signals usd strength for currency-sensitive allocations,Investors read currency policy signal as a sign of usd strength for currency-sensitive allocations.
25,fx,9,currency policy signal signals usd strength for currency-sensitive allocations,currency-sensitive allocations face renewed risk after currency policy signal signaled usd strength.
25,fx,10,currency policy signal signals usd strength for currency-sensitive allocations,"usd strength expectations increased following currency policy signal, impacting currency-sensitive allocations."
26,credit,1,funding conditions release signals refinancing pressure for corporate credit exposures,funding conditions release is signaling refinancing pressure for corporate credit exposures.
26,credit,2,funding conditions release signals refinancing pressure for corporate credit exposures,corporate credit exposures are reacting as funding conditions release points to refinancing pressure.
26,credit,3,funding conditions release signals refinancing pressure for corporate credit exposures,"funding conditions release now suggests refinancing pressure, putting pressure on corporate credit exposures."
26,credit,4,funding conditions release signals refinancing pressure for corporate credit exposures,corporate credit exposures are being repriced because funding conditions release indicates refinancing pressure.
26,credit,5,funding conditions release signals refinancing pressure for corporate credit exposures,"refinancing pressure is being signaled by funding conditions release, affecting corporate credit exposures."
26,credit,6,funding conditions release signals refinancing pressure for corporate credit exposures,"After funding conditions release, markets are pricing in refinancing pressure for corporate credit exposures."
26,credit,7,funding conditions release signals refinancing pressure for corporate credit exposures,"funding conditions release implies refinancing pressure, so corporate credit exposures are under review."
26,credit,8,funding conditions release signals refinancing pressure for corporate credit exposures,Investors read funding conditions release as a sign of refinancing pressure for corporate credit exposures.
26,credit,9,funding conditions release signals refinancing pressure for corporate credit exposures,corporate credit exposures face renewed risk after funding conditions release signaled refinancing pressure.
26,credit,10,funding conditions release signals refinancing pressure for corporate credit exposures,"refinancing pressure expectations increased following funding conditions release, impacting corporate credit exposures."
27,china,1,regulatory circular signals regulatory recalibration for mainland and china policy trades,regulatory circular is signaling regulatory recalibration for mainland and china policy trades.
27,china,2,regulatory circular signals regulatory recalibration for mainland and china policy trades,mainland and china policy trades are reacting as regulatory circular points to regulatory recalibration.
27,china,3,regulatory circular signals regulatory recalibration for mainland and china policy trades,"regulatory circular now suggests regulatory recalibration, putting pressure on mainland and china policy trades."
27,china,4,regulatory circular signals regulatory recalibration for mainland and china policy trades,mainland and china policy trades are being repriced because regulatory circular indicates regulatory recalibration.
27,china,5,regulatory circular signals regulatory recalibration for mainland and china policy trades,"regulatory recalibration is being signaled by regulatory circular, affecting mainland and china policy trades."
27,china,6,regulatory circular signals regulatory recalibration for mainland and china policy trades,"After regulatory circular, markets are pricing in regulatory recalibration for mainland and china policy trades."
27,china,7,regulatory circular signals regulatory recalibration for mainland and china policy trades,"regulatory circular implies regulatory recalibration, so mainland and china policy trades are under review."
27,china,8,regulatory circular signals regulatory recalibration for mainland and china policy trades,Investors read regulatory circular as a sign of regulatory recalibration for mainland and china policy trades.
27,china,9,regulatory circular signals regulatory recalibration for mainland and china policy trades,mainland and china policy trades face renewed risk after regulatory circular signaled regulatory recalibration.
27,china,10,regulatory circular signals regulatory recalibration for mainland and china policy trades,"regulatory recalibration expectations increased following regulatory circular, impacting mainland and china policy trades."
28,us_macro,1,US labor report signals fed pivot risk for us macro-sensitive allocations,US labor report is signaling fed pivot risk for us macro-sensitive allocations.
28,us_macro,2,US labor report signals fed pivot risk for us macro-sensitive allocations,us macro-sensitive allocations are reacting as US labor report points to fed pivot risk.
28,us_macro,3,US labor report signals fed pivot risk for us macro-sensitive allocations,"US labor report now suggests fed pivot risk, putting pressure on us macro-sensitive allocations."
28,us_macro,4,US labor report signals fed pivot risk for us macro-sensitive allocations,us macro-sensitive allocations are being repriced because US labor report indicates fed pivot risk.
28,us_macro,5,US labor report signals fed pivot risk for us macro-sensitive allocations,"fed pivot risk is being signaled by US labor report, affecting us macro-sensitive allocations."
28,us_macro,6,US labor report signals fed pivot risk for us macro-sensitive allocations,"After US labor report, markets are pricing in fed pivot risk for us macro-sensitive allocations."
28,us_macro,7,US labor report signals fed pivot risk for us macro-sensitive allocations,"US labor report implies fed pivot risk, so us macro-sensitive allocations are under review."
28,us_macro,8,US labor report signals fed pivot risk for us macro-sensitive allocations,Investors read US labor report as a sign of fed pivot risk for us macro-sensitive allocations.
28,us_macro,9,US labor report signals fed pivot risk for us macro-sensitive allocations,us macro-sensitive allocations face renewed risk after US labor report signaled fed pivot risk.
28,us_macro,10,US labor report signals fed pivot risk for us macro-sensitive allocations,"fed pivot risk expectations increased following US labor report, impacting us macro-sensitive allocations."
29,tech,1,AI investment update signals semiconductor weakness for technology and innovation themes,AI investment update is signaling semiconductor weakness for technology and innovation themes.
29,tech,2,AI investment update signals semiconductor weakness for technology and innovation themes,technology and innovation themes are reacting as AI investment update points to semiconductor weakness.
29,tech,3,AI investment update signals semiconductor weakness for technology and innovation themes,"AI investment update now suggests semiconductor weakness, putting pressure on technology and innovation themes."
29,tech,4,AI investment update signals semiconductor weakness for technology and innovation themes,technology and innovation themes are being repriced because AI investment update indicates semiconductor weakness.
29,tech,5,AI investment update signals semiconductor weakness for technology and innovation themes,"semiconductor weakness is being signaled by AI investment update, affecting technology and innovation themes."
29,tech,6,AI investment update signals semiconductor weakness for technology and innovation themes,"After AI investment update, markets are pricing in semiconductor weakness for technology and innovation themes."
29,tech,7,AI investment update signals semiconductor weakness for technology and innovation themes,"AI investment update implies semiconductor weakness, so technology and innovation themes are under review."
29,tech,8,AI investment update signals semiconductor weakness for technology and innovation themes,Investors read AI investment update as a sign of semiconductor weakness for technology and innovation themes.
29,tech,9,AI investment update signals semiconductor weakness for technology and innovation themes,technology and innovation themes face renewed risk after AI investment update signaled semiconductor weakness.
29,tech,10,AI investment update signals semiconductor weakness for technology and innovation themes,"semiconductor weakness expectations increased following AI investment update, impacting technology and innovation themes."
30,money_market,1,liquidity operations notice signals liquidity preference for cash and money-market sleeves,liquidity operations notice is signaling liquidity preference for cash and money-market sleeves.
30,money_market,2,liquidity operations notice signals liquidity preference for cash and money-market sleeves,cash and money-market sleeves are reacting as liquidity operations notice points to liquidity preference.
30,money_market,3,liquidity operations notice signals liquidity preference for cash and money-market sleeves,"liquidity operations notice now suggests liquidity preference, putting pressure on cash and money-market sleeves."
30,money_market,4,liquidity operations notice signals liquidity preference for cash and money-market sleeves,cash and money-market sleeves are being repriced because liquidity operations notice indicates liquidity preference.
30,money_market,5,liquidity operations notice signals liquidity preference for cash and money-market sleeves,"liquidity preference is being signaled by liquidity operations notice, affecting cash and money-market sleeves."
30,money_market,6,liquidity operations notice signals liquidity preference for cash and money-market sleeves,"After liquidity operations notice, markets are pricing in liquidity preference for cash and money-market sleeves."
30,money_market,7,liquidity operations notice signals liquidity preference for cash and money-market sleeves,"liquidity operations notice implies liquidity preference, so cash and money-market sleeves are under review."
30,money_market,8,liquidity operations notice signals liquidity preference for cash and money-market sleeves,Investors read liquidity operations notice as a sign of liquidity preference for cash and money-market sleeves.
30,money_market,9,liquidity operations notice signals liquidity preference for cash and money-market sleeves,cash and money-market sleeves face renewed risk after liquidity operations notice signaled liquidity preference.
30,money_market,10,liquidity operations notice signals liquidity preference for cash and money-market sleeves,"liquidity preference expectations increased following liquidity operations notice, impacting cash and money-market sleeves."
