news_id,Date,Headline,Source,Market_Event,Sector,query_text,rank,predicted_ticker,final_score,bi_score,cross_score,boost,sentiment_label,sentiment_confidence,sentiment_score,sentiment_adjusted_score
427,2025-06-03,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Bloomberg,Trade Tariffs Announcement,Healthcare,Major technology firm acquires a smaller rival in a multi-billion dollar deal | Trade Tariffs Announcement | Healthcare | Low | Negative | TSX,1,03477,0.784268,0.784268,0.0,0.0,positive,0.692591,1,0.920062
428,2025-05-25,Market braces for a major policy announcement from the EU,Seeking Alpha,Stock Market Crash,Pharmaceuticals,Market braces for a major policy announcement from the EU | Stock Market Crash | Pharmaceuticals | Medium | Positive | S&P 500,1,03039,0.794542,0.794542,0.0,0.0,neutral,0.55384,0,0.794542
429,2025-06-30,New housing data release shows a slowdown in market activity,Barron's,Unemployment Rate Announcement,Media & Entertainment,New housing data release shows a slowdown in market activity | Unemployment Rate Announcement | Media & Entertainment | Low | Positive | NSE Nifty,1,03077,0.797362,0.797362,0.0,0.0,negative,0.970689,-1,0.603864
430,2025-06-06,Government spending bill is expected to stimulate the economy,The Motley Fool,Interest Rate Change,Industrials,Government spending bill is expected to stimulate the economy | Interest Rate Change | Industrials | High | Negative | BSE Sensex,1,03077,0.911701,0.811701,0.0,0.1,positive,0.913673,1,1.11995
431,2025-02-26,Federal Reserve Chairman's speech causes market volatility,Seeking Alpha,Cryptocurrency Regulation,Healthcare,Federal Reserve Chairman's speech causes market volatility | Cryptocurrency Regulation | Healthcare | Medium | Negative | NSE Nifty,1,03077,0.820344,0.820344,0.0,0.0,negative,0.836676,-1,0.648753
432,2025-06-16,Consumer Discretionary stocks outperform as spending increases,Times of India,Supply Chain Disruption,Automotive,Consumer Discretionary stocks outperform as spending increases | Supply Chain Disruption | Automotive | Medium | Neutral | ASX 200,1,02846,0.804212,0.804212,0.0,0.0,negative,0.789037,-1,0.645574
433,2025-04-10,Government spending bill is expected to stimulate the economy,The Hindu Business Line,Government Policy Announcement,Pharmaceuticals,Government spending bill is expected to stimulate the economy | Government Policy Announcement | Pharmaceuticals | High | Positive | NSE Nifty,1,03077,0.804389,0.804389,0.0,0.0,positive,0.913673,1,0.988126
434,2025-06-13,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Barron's,Cryptocurrency Regulation,Consumer Goods,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Cryptocurrency Regulation | Consumer Goods | Medium | Positive | BSE Sensex,1,03032,0.786313,0.786313,0.0,0.0,positive,0.870487,1,0.957432
435,2025-02-18,,Investopedia,Government Policy Announcement,Media & Entertainment,nan | Government Policy Announcement | Media & Entertainment | Low | Neutral | FTSE 100,1,03165,0.791774,0.791774,0.0,0.0,neutral,0.900475,0,0.791774
436,2025-05-10,Healthcare stocks gain on robust demand and strong outlook,Forbes,Cryptocurrency Regulation,Energy,Healthcare stocks gain on robust demand and strong outlook | Cryptocurrency Regulation | Energy | High | Positive | Euro Stoxx 50,1,03186,0.785148,0.785148,0.0,0.0,positive,0.944635,1,0.970568
437,2025-06-01,Financial sector bracing for new capital requirements,Economic Times,Economic Data Release,Technology,Financial sector bracing for new capital requirements | Economic Data Release | Technology | High | Negative | Hang Seng,1,03077,0.824912,0.824912,0.0,0.0,negative,0.87031,-1,0.64543
438,2025-05-22,A massive data breach sends a tech company's stock tumbling,Economic Times,Commodity Price Shock,Agriculture,A massive data breach sends a tech company's stock tumbling | Commodity Price Shock | Agriculture | High | Neutral | Nasdaq Composite,1,03175,0.991702,0.791702,0.0,0.2,negative,0.890495,-1,0.770926
439,2025-08-10,Financial sector bracing for new capital requirements,Times of India,Consumer Confidence Report,Energy,Financial sector bracing for new capital requirements | Consumer Confidence Report | Energy | Medium | Positive | DAX,1,03077,0.818872,0.818872,0.0,0.0,negative,0.87031,-1,0.640704
440,2025-07-22,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Yahoo Finance,Stock Market Crash,Materials,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Stock Market Crash | Materials | High | Positive | Nikkei 225,1,03477,0.798368,0.798368,0.0,0.0,positive,0.870487,1,0.97211
441,2025-07-27,Supply chain issues impact manufacturing sector earnings,CNBC,Commodity Price Shock,Real Estate,Supply chain issues impact manufacturing sector earnings | Commodity Price Shock | Real Estate | Low | Negative | Nikkei 225,1,03081,1.02417,0.82417,0.0,0.2,negative,0.681805,-1,0.849599
442,2025-05-30,Federal Reserve Chairman's speech causes market volatility,Seeking Alpha,IPO Launch,Materials,Federal Reserve Chairman's speech causes market volatility | IPO Launch | Materials | Low | Neutral | Euro Stoxx 50,1,03039,0.808167,0.808167,0.0,0.0,negative,0.836676,-1,0.639124
443,2025-04-11,Supply chain issues impact manufacturing sector earnings,Bloomberg,Government Policy Announcement,Industrials,Supply chain issues impact manufacturing sector earnings | Government Policy Announcement | Industrials | Medium | Neutral | FTSE 100,1,03165,0.811232,0.811232,0.0,0.0,negative,0.681805,-1,0.672956
444,2025-04-28,Utilities sector remains stable during market fluctuations,Mint,IPO Launch,Utilities,Utilities sector remains stable during market fluctuations | IPO Launch | Utilities | Low | Negative | TSX,1,02809,0.79521,0.79521,0.0,0.0,positive,0.80296,1,0.95484
445,2025-07-07,Media and Entertainment companies report a surge in streaming revenue,Yahoo Finance,IPO Launch,Transportation,Media and Entertainment companies report a surge in streaming revenue | IPO Launch | Transportation | Low | Neutral | Hang Seng,1,03179,0.792486,0.792486,0.0,0.0,positive,0.893271,1,0.969462
446,2025-07-10,Manufacturing PMI data signals economic expansion,Bloomberg,Commodity Price Shock,Telecommunications,Manufacturing PMI data signals economic expansion | Commodity Price Shock | Telecommunications | Medium | Negative | CAC 40,1,02840,0.994006,0.794006,0.0,0.2,positive,0.831785,1,1.200706
447,2025-07-26,Banking stocks dip after a major scandal is revealed,Seeking Alpha,Trade Tariffs Announcement,Utilities,Banking stocks dip after a major scandal is revealed | Trade Tariffs Announcement | Utilities | High | Positive | CAC 40,1,02800,0.803241,0.803241,0.0,0.0,negative,0.942514,-1,0.613975
448,2025-07-31,,MarketWatch,Cryptocurrency Regulation,Utilities,nan | Cryptocurrency Regulation | Utilities | Low | Negative | CAC 40,1,03411,0.814336,0.814336,0.0,0.0,neutral,0.897172,0,0.814336
449,2025-07-25,Nikkei 225 index benefits from a weaker yen,Times of India,Bond Market Fluctuation,Healthcare,Nikkei 225 index benefits from a weaker yen | Bond Market Fluctuation | Healthcare | High | Shanghai Composite,1,03153,0.827712,0.827712,0.0,0.0,negative,0.845792,-1,0.652694
450,2025-06-02,Tech Giant's New Product Launch Sparks Sector-Wide Gains,CNBC,Geopolitical Event,Utilities,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Geopolitical Event | Utilities | Low | Negative | S&P/TSX Composite,1,03477,0.800492,0.800492,0.0,0.0,positive,0.870487,1,0.974696
451,2025-07-05,Massive stock buyback program announced by a consumer goods company,The Hindu Business Line,Interest Rate Change,Energy,Massive stock buyback program announced by a consumer goods company | Interest Rate Change | Energy | High | Negative | TSX,1,03032,0.914286,0.814286,0.0,0.1,neutral,0.685082,0,0.914286
452,2025-06-04,"Global trade talks collapse, causing market turmoil",Forbes,Inflation Data Release,Automotive,"Global trade talks collapse, causing market turmoil | Inflation Data Release | Automotive | Medium | Positive | S&P/TSX Composite",1,03081,0.917647,0.817647,0.0,0.1,negative,0.926468,-1,0.705104
453,2025-04-01,Merger talks between two banks fall through,The Motley Fool,Consumer Confidence Report,Technology,Merger talks between two banks fall through | Consumer Confidence Report | Technology | High | Negative | S&P 500,1,03070,0.780885,0.780885,0.0,0.0,negative,0.95868,-1,0.59373
454,2025-02-14,Federal Reserve Chairman's speech causes market volatility,Financial Times,Inflation Data Release,Real Estate,Federal Reserve Chairman's speech causes market volatility | Inflation Data Release | Real Estate | Medium | Neutral | CAC 40,1,03077,0.814058,0.814058,0.0,0.0,negative,0.836676,-1,0.643782
455,2025-06-01,Market sentiment turns positive on vaccine trial results,Mint,Cryptocurrency Regulation,Healthcare,Market sentiment turns positive on vaccine trial results | Cryptocurrency Regulation | Healthcare | Low | Neutral | Hang Seng,1,03174,0.819317,0.819317,0.0,0.0,positive,0.937714,1,1.011388
456,2025-04-24,Government policy shift boosts renewable energy sector,Financial Times,Major Merger/Acquisition,Utilities,Government policy shift boosts renewable energy sector | Major Merger/Acquisition | Utilities | Low | Neutral | Dow Jones,1,02809,0.787397,0.787397,0.0,0.0,positive,0.938796,1,0.972198
457,2025-06-28,Supply chain issues impact manufacturing sector earnings,Forbes,Bond Market Fluctuation,Healthcare,Supply chain issues impact manufacturing sector earnings | Bond Market Fluctuation | Healthcare | High | Positive | Hang Seng,1,02800,0.834676,0.834676,0.0,0.0,negative,0.681805,-1,0.692404
458,2025-07-19,Quarterly report shows surprising losses for retail giants,Yahoo Finance,Major Merger/Acquisition,Aerospace & Defense,Quarterly report shows surprising losses for retail giants | Major Merger/Acquisition | Aerospace & Defense | Low | Positive | S&P 500,1,03175,0.78229,0.78229,0.0,0.0,negative,0.808206,-1,0.624227
459,2025-05-23,Central Bank's dovish tone hints at future rate cuts,Wall Street Journal,Cryptocurrency Regulation,Retail,Central Bank's dovish tone hints at future rate cuts | Cryptocurrency Regulation | Retail | Low | Positive | Hang Seng,1,03077,0.90849,0.80849,0.0,0.1,negative,0.433879,-1,0.809946
460,2025-03-08,Nikkei 225 index benefits from a weaker yen,MarketWatch,Stock Market Crash,Healthcare,Nikkei 225 index benefits from a weaker yen | Stock Market Crash | Healthcare | Low | Positive | Shanghai Composite,1,03153,0.826534,0.826534,0.0,0.0,negative,0.845792,-1,0.651765
461,2025-07-04,ASX 200 gains on strong export performance,Times of India,Market Rally,Media & Entertainment,ASX 200 gains on strong export performance | Market Rally | Media & Entertainment | Low | Positive | ASX 200,1,03165,0.798705,0.798705,0.0,0.0,positive,0.942392,1,0.986878
462,2025-05-20,Massive stock buyback program announced by a consumer goods company,Forbes,Currency Devaluation,Energy,Massive stock buyback program announced by a consumer goods company | Currency Devaluation | Energy | Low | Neutral | Dow Jones,1,03165,0.817529,0.817529,0.0,0.0,neutral,0.685082,0,0.817529
463,2025-03-25,Banking stocks dip after a major scandal is revealed,Investopedia,Government Policy Announcement,Construction,Banking stocks dip after a major scandal is revealed | Government Policy Announcement | Construction | Medium | Positive | DAX,1,03165,0.800845,0.800845,0.0,0.0,negative,0.942514,-1,0.612143
464,2025-06-01,A massive data breach sends a tech company's stock tumbling,Financial Times,Unemployment Rate Announcement,Retail,A massive data breach sends a tech company's stock tumbling | Unemployment Rate Announcement | Retail | Low | Neutral | NSE Nifty,1,03032,0.81211,0.81211,0.0,0.0,negative,0.890495,-1,0.631315
465,2025-07-13,Energy company's dividend hike excites shareholders,The Motley Fool,Cryptocurrency Regulation,Technology,Energy company's dividend hike excites shareholders | Cryptocurrency Regulation | Technology | Low | Positive | IBOVESPA,1,03085,0.792072,0.792072,0.0,0.0,positive,0.553236,1,0.901623
466,2025-04-18,Dow Jones plunges as market fears recession,Barron's,Unemployment Rate Announcement,Finance,Dow Jones plunges as market fears recession | Unemployment Rate Announcement | Finance | High | DAX,1,03077,0.804474,0.804474,0.0,0.0,negative,0.913254,-1,0.620802
467,2025-03-19,,Business Standard,Economic Data Release,Aerospace & Defense,nan | Economic Data Release | Aerospace & Defense | Medium | BSE Sensex,1,02836,0.81737,0.81737,0.0,0.0,neutral,0.924945,0,0.81737
468,2025-07-30,Unexpected rise in unemployment fuels market pessimism,The Hindu Business Line,Cryptocurrency Regulation,Media & Entertainment,Unexpected rise in unemployment fuels market pessimism | Cryptocurrency Regulation | Media & Entertainment | Low | TSX,1,03077,0.805874,0.805874,0.0,0.0,negative,0.913377,-1,0.621857
469,2025-03-25,Major oil spill sends energy stocks plummeting,Reuters,Commodity Price Shock,Industrials,Major oil spill sends energy stocks plummeting | Commodity Price Shock | Industrials | High | Positive | NSE Nifty,1,03175,1.010091,0.810091,0.0,0.2,negative,0.95815,-1,0.768136
470,2025-03-03,ASX 200 gains on strong export performance,Bloomberg,Inflation Data Release,Retail,ASX 200 gains on strong export performance | Inflation Data Release | Retail | Low | Negative | KOSPI,1,03165,0.802861,0.802861,0.0,0.0,positive,0.942392,1,0.992013
471,2025-05-13,New regulations on cryptocurrencies cause a market dip,Wall Street Journal,Geopolitical Event,Real Estate,New regulations on cryptocurrencies cause a market dip | Geopolitical Event | Real Estate | Low | Negative | S&P 500,1,03129,0.821712,0.821712,0.0,0.0,negative,0.960466,-1,0.624405
472,2025-04-18,,Business Standard,Geopolitical Event,Construction,nan | Geopolitical Event | Construction | Medium | Neutral | BSE Sensex,1,03165,0.814263,0.814263,0.0,0.0,neutral,0.923298,0,0.814263
473,2025-04-09,Automotive industry faces headwinds from rising material costs,Investopedia,Central Bank Meeting,Agriculture,Automotive industry faces headwinds from rising material costs | Central Bank Meeting | Agriculture | Low | Neutral | Shanghai Composite,1,03179,0.794234,0.794234,0.0,0.0,negative,0.968818,-1,0.601867
474,2025-06-27,A massive data breach sends a tech company's stock tumbling,Wall Street Journal,Interest Rate Change,Technology,A massive data breach sends a tech company's stock tumbling | Interest Rate Change | Technology | High | Negative | Dow Jones,1,03032,0.904271,0.804271,0.0,0.1,negative,0.890495,-1,0.702959
475,2025-05-28,Central Bank's dovish tone hints at future rate cuts,CNBC,Unemployment Rate Announcement,Technology,Central Bank's dovish tone hints at future rate cuts | Unemployment Rate Announcement | Technology | Medium | Negative | Russell 2000,1,03081,0.88565,0.78565,0.0,0.1,negative,0.433879,-1,0.789584
476,2025-06-05,Federal Reserve Chairman's speech causes market volatility,The Economist,Currency Devaluation,Telecommunications,Federal Reserve Chairman's speech causes market volatility | Currency Devaluation | Telecommunications | Medium | Negative | ASX 200,1,02840,0.81149,0.81149,0.0,0.0,negative,0.836676,-1,0.641751
477,2025-02-18,Major oil spill sends energy stocks plummeting,The Motley Fool,Central Bank Meeting,Industrials,Major oil spill sends energy stocks plummeting | Central Bank Meeting | Industrials | Low | Positive | S&P 500,1,03175,1.002084,0.802084,0.0,0.2,negative,0.95815,-1,0.762047
478,2025-06-24,Healthcare stocks gain on robust demand and strong outlook,Mint,Consumer Confidence Report,Materials,Healthcare stocks gain on robust demand and strong outlook | Consumer Confidence Report | Materials | Medium | Neutral | Shanghai Composite,1,02841,0.785238,0.785238,0.0,0.0,positive,0.944635,1,0.970679
479,2025-08-02,Merger talks between two banks fall through,Times of India,Currency Devaluation,Transportation,Merger talks between two banks fall through | Currency Devaluation | Transportation | Low | Positive | FTSE 100,1,03024,0.786339,0.786339,0.0,0.0,negative,0.95868,-1,0.597877
480,2025-03-29,Market sentiment turns positive on vaccine trial results,Bloomberg,Bond Market Fluctuation,Technology,Market sentiment turns positive on vaccine trial results | Bond Market Fluctuation | Technology | Medium | Positive | S&P 500,1,03077,0.799076,0.799076,0.0,0.0,positive,0.937714,1,0.986402
481,2025-02-23,Healthcare stocks gain on robust demand and strong outlook,Economic Times,Consumer Confidence Report,Energy,Healthcare stocks gain on robust demand and strong outlook | Consumer Confidence Report | Energy | Medium | Neutral | BSE Sensex,1,02836,0.785324,0.785324,0.0,0.0,positive,0.944635,1,0.970785
482,2025-05-26,"Global trade talks collapse, causing market turmoil",The Hindu Business Line,Currency Devaluation,Retail,"Global trade talks collapse, causing market turmoil | Currency Devaluation | Retail | Low | Negative | Dow Jones",1,02840,0.915931,0.815931,0.0,0.1,negative,0.926468,-1,0.703786
483,2025-05-15,New housing data release shows a slowdown in market activity,Bloomberg,Regulatory Changes,Technology,New housing data release shows a slowdown in market activity | Regulatory Changes | Technology | High | Neutral | FTSE 100,1,03032,0.804346,0.804346,0.0,0.0,negative,0.970689,-1,0.609154
484,2025-06-12,Gold prices surge as investors flee riskier assets,The Economist,Corporate Earnings Report,Transportation,Gold prices surge as investors flee riskier assets | Corporate Earnings Report | Transportation | High | Negative | Hang Seng,1,03081,0.83847,0.83847,0.0,0.0,negative,0.720289,-1,0.687485
485,2025-07-31,Consumer Discretionary stocks outperform as spending increases,Forbes,Commodity Price Shock,Real Estate,Consumer Discretionary stocks outperform as spending increases | Commodity Price Shock | Real Estate | High | Shanghai Composite,1,02846,0.92156,0.82156,0.0,0.1,negative,0.789037,-1,0.739774
486,2025-08-04,Real Estate sector shows signs of overheating as interest rates fall,Financial Times,Government Policy Announcement,Aerospace & Defense,Real Estate sector shows signs of overheating as interest rates fall | Government Policy Announcement | Aerospace & Defense | Low | Neutral | Nasdaq Composite,1,03031,0.90064,0.80064,0.0,0.1,negative,0.96423,-1,0.683534
487,2025-04-05,Mining company stock surges on commodity price boom,Wall Street Journal,Consumer Confidence Report,Consumer Goods,Mining company stock surges on commodity price boom | Consumer Confidence Report | Consumer Goods | High | Dow Jones,1,03081,0.993307,0.793307,0.0,0.2,negative,0.916112,-1,0.765812
488,2025-04-19,New housing data release shows a slowdown in market activity,Investopedia,Government Policy Announcement,Technology,New housing data release shows a slowdown in market activity | Government Policy Announcement | Technology | Low | Neutral | ASX 200,1,03428,0.792925,0.792925,0.0,0.0,negative,0.970689,-1,0.600504
489,2025-07-07,ASX 200 gains on strong export performance,The Hindu Business Line,Unemployment Rate Announcement,Real Estate,ASX 200 gains on strong export performance | Unemployment Rate Announcement | Real Estate | Low | Negative | BSE Sensex,1,03165,0.799891,0.799891,0.0,0.0,positive,0.942392,1,0.988344
490,2025-02-19,New regulations on cryptocurrencies cause a market dip,CNBC,IPO Launch,Pharmaceuticals,New regulations on cryptocurrencies cause a market dip | IPO Launch | Pharmaceuticals | Low | Neutral | DAX,1,03129,0.823513,0.823513,0.0,0.0,negative,0.960466,-1,0.625774
491,2025-07-28,Geopolitical ceasefire prompts a broad market recovery,Forbes,Economic Data Release,Consumer Goods,Geopolitical ceasefire prompts a broad market recovery | Economic Data Release | Consumer Goods | Medium | Negative | Russell 2000,1,03477,0.885441,0.785441,0.0,0.1,neutral,0.720305,0,0.885441
492,2025-08-08,Government spending bill is expected to stimulate the economy,Times of India,Trade Tariffs Announcement,Telecommunications,Government spending bill is expected to stimulate the economy | Trade Tariffs Announcement | Telecommunications | High | Neutral | ASX 200,1,03077,0.795348,0.795348,0.0,0.0,positive,0.913673,1,0.97702
493,2025-04-16,Financial services stocks rally on strong profit margins,Business Standard,Economic Data Release,Construction,Financial services stocks rally on strong profit margins | Economic Data Release | Construction | High | Positive | Hang Seng,1,02800,0.80623,0.80623,0.0,0.0,positive,0.883444,1,0.984295
494,2025-07-16,Bond yields tumble as investors seek safe havens,Reuters,Inflation Data Release,Automotive,Bond yields tumble as investors seek safe havens | Inflation Data Release | Automotive | Medium | BSE Sensex,1,03077,0.832139,0.832139,0.0,0.0,negative,0.953942,-1,0.633686
495,2025-02-22,E-commerce earnings report beats all analyst expectations,The Hindu Business Line,Central Bank Meeting,Aerospace & Defense,E-commerce earnings report beats all analyst expectations | Central Bank Meeting | Aerospace & Defense | High | Neutral | Shanghai Composite,1,03483,0.79194,0.79194,0.0,0.0,positive,0.681342,1,0.926836
496,2025-04-07,Government subsidy program gives a lift to the agriculture sector,The Motley Fool,Corporate Earnings Report,Telecommunications,Government subsidy program gives a lift to the agriculture sector | Corporate Earnings Report | Telecommunications | Medium | Positive | KOSPI,1,03165,0.781401,0.781401,0.0,0.0,positive,0.917761,1,0.960686
497,2025-02-18,UK's FTSE 100 sees a boost from favorable trade data,The Hindu Business Line,Cryptocurrency Regulation,Aerospace & Defense,UK's FTSE 100 sees a boost from favorable trade data | Cryptocurrency Regulation | Aerospace & Defense | Medium | Neutral | Nasdaq Composite,1,03165,0.786043,0.786043,0.0,0.0,positive,0.94704,1,0.972147
498,2025-02-22,Federal Reserve Chairman's speech causes market volatility,Investopedia,Central Bank Meeting,Agriculture,Federal Reserve Chairman's speech causes market volatility | Central Bank Meeting | Agriculture | Low | Positive | DAX,1,02840,0.801798,0.801798,0.0,0.0,negative,0.836676,-1,0.634087
499,2025-07-13,Semiconductor shortages weigh heavily on tech sector profits,Forbes,Market Rally,Pharmaceuticals,Semiconductor shortages weigh heavily on tech sector profits | Market Rally | Pharmaceuticals | Medium | Neutral | Dow Jones,1,03486,0.907515,0.807515,0.0,0.1,negative,0.942673,-1,0.693643
500,2025-05-06,Geopolitical ceasefire prompts a broad market recovery,Financial Times,Inflation Data Release,Automotive,Geopolitical ceasefire prompts a broad market recovery | Inflation Data Release | Automotive | Low | Negative | Russell 2000,1,03477,0.894105,0.794105,0.0,0.1,neutral,0.720305,0,0.894105
501,2025-07-12,Consumer confidence index reaches a decade high,Business Standard,Trade Tariffs Announcement,Materials,Consumer confidence index reaches a decade high | Trade Tariffs Announcement | Materials | High | Negative | NSE Nifty,1,03077,0.806849,0.806849,0.0,0.0,positive,0.863972,1,0.981123
502,2025-08-09,New regulations on cryptocurrencies cause a market dip,The Economist,Geopolitical Event,Automotive,New regulations on cryptocurrencies cause a market dip | Geopolitical Event | Automotive | Low | Negative | KOSPI,1,03077,0.819928,0.819928,0.0,0.0,negative,0.960466,-1,0.62305
503,2025-07-20,Central bank maintains status quo on interest rates,CNBC,Consumer Confidence Report,Real Estate,Central bank maintains status quo on interest rates | Consumer Confidence Report | Real Estate | High | Negative | BSE Sensex,1,03077,0.909314,0.809314,0.0,0.1,neutral,0.917198,0,0.909314
504,2025-07-29,Massive stock buyback program announced by a consumer goods company,Bloomberg,Consumer Confidence Report,Finance,Massive stock buyback program announced by a consumer goods company | Consumer Confidence Report | Finance | Medium | Negative | S&P/TSX Composite,1,03165,0.812762,0.812762,0.0,0.0,neutral,0.685082,0,0.812762
505,2025-08-07,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Reuters,Commodity Price Shock,Construction,Major technology firm acquires a smaller rival in a multi-billion dollar deal | Commodity Price Shock | Construction | Low | Neutral | Euro Stoxx 50,1,02840,0.978008,0.778008,0.0,0.2,positive,0.692591,1,1.147348
506,2025-06-22,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Forbes,Interest Rate Change,Industrials,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Interest Rate Change | Industrials | High | Positive | Nikkei 225,1,03153,0.894947,0.794947,0.0,0.1,positive,0.870487,1,1.089707
507,2025-05-11,"Global trade talks collapse, causing market turmoil",Financial Times,Trade Tariffs Announcement,Utilities,"Global trade talks collapse, causing market turmoil | Trade Tariffs Announcement | Utilities | Low | Neutral | IBOVESPA",1,02840,0.901139,0.801139,0.0,0.1,negative,0.926468,-1,0.69242
508,2025-07-07,Financial services stocks rally on strong profit margins,Wall Street Journal,Economic Data Release,Finance,Financial services stocks rally on strong profit margins | Economic Data Release | Finance | High | Negative | DAX,1,02800,0.798075,0.798075,0.0,0.0,positive,0.883444,1,0.974339
509,2025-04-08,Consumer Discretionary stocks outperform as spending increases,Investopedia,Corporate Earnings Report,Utilities,Consumer Discretionary stocks outperform as spending increases | Corporate Earnings Report | Utilities | High | Negative | KOSPI,1,03077,0.801616,0.801616,0.0,0.0,negative,0.789037,-1,0.64349
510,2025-04-29,Financial sector bracing for new capital requirements,Investopedia,Consumer Confidence Report,Healthcare,Financial sector bracing for new capital requirements | Consumer Confidence Report | Healthcare | Medium | Negative | Euro Stoxx 50,1,03077,0.818561,0.818561,0.0,0.0,negative,0.87031,-1,0.64046
511,2025-08-06,New IPO for a popular software firm is oversubscribed,MarketWatch,Consumer Confidence Report,Aerospace & Defense,New IPO for a popular software firm is oversubscribed | Consumer Confidence Report | Aerospace & Defense | Medium | Neutral | Euro Stoxx 50,1,03115,0.799832,0.799832,0.0,0.0,negative,0.952246,-1,0.609423
512,2025-07-10,New housing data release shows a slowdown in market activity,Business Standard,Corporate Earnings Report,Automotive,New housing data release shows a slowdown in market activity | Corporate Earnings Report | Automotive | Medium | Neutral | S&P/TSX Composite,1,03165,0.79898,0.79898,0.0,0.0,negative,0.970689,-1,0.60509
513,2025-03-08,Geopolitical ceasefire prompts a broad market recovery,The Hindu Business Line,Regulatory Changes,Utilities,Geopolitical ceasefire prompts a broad market recovery | Regulatory Changes | Utilities | High | Negative | FTSE 100,1,02830,0.891919,0.791919,0.0,0.1,neutral,0.720305,0,0.891919
514,2025-03-17,Major oil spill sends energy stocks plummeting,Barron's,Geopolitical Event,Utilities,Major oil spill sends energy stocks plummeting | Geopolitical Event | Utilities | High | IBOVESPA,1,03175,1.005891,0.805891,0.0,0.2,negative,0.95815,-1,0.764942
515,2025-07-28,Banking stocks dip after a major scandal is revealed,The Hindu Business Line,Regulatory Changes,Telecommunications,Banking stocks dip after a major scandal is revealed | Regulatory Changes | Telecommunications | Low | Neutral | S&P 500,1,03129,0.792785,0.792785,0.0,0.0,negative,0.942514,-1,0.605982
516,2025-05-05,New regulations on cryptocurrencies cause a market dip,Wall Street Journal,Geopolitical Event,Automotive,New regulations on cryptocurrencies cause a market dip | Geopolitical Event | Automotive | Medium | Neutral | S&P 500,1,03129,0.818313,0.818313,0.0,0.0,negative,0.960466,-1,0.621823
517,2025-05-07,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Investopedia,Major Merger/Acquisition,Utilities,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Major Merger/Acquisition | Utilities | Low | Negative | Hang Seng,1,03477,0.79374,0.79374,0.0,0.0,positive,0.870487,1,0.966475
518,2025-05-18,,Barron's,Central Bank Meeting,Utilities,nan | Central Bank Meeting | Utilities | High | Negative | Russell 2000,1,02840,0.799895,0.799895,0.0,0.0,neutral,0.769002,0,0.799895
519,2025-03-21,Dow Jones plunges as market fears recession,Investopedia,Trade Tariffs Announcement,Agriculture,Dow Jones plunges as market fears recession | Trade Tariffs Announcement | Agriculture | Low | Neutral | Euro Stoxx 50,1,03169,0.804285,0.804285,0.0,0.0,negative,0.913254,-1,0.620656
520,2025-05-02,Crude oil prices drop to a multi-year low,Times of India,IPO Launch,Transportation,Crude oil prices drop to a multi-year low | IPO Launch | Transportation | High | Positive | Nasdaq Composite,1,03081,0.996287,0.796287,0.0,0.2,negative,0.962729,-1,0.756498
521,2025-06-26,ASX 200 gains on strong export performance,The Hindu Business Line,Government Policy Announcement,Utilities,ASX 200 gains on strong export performance | Government Policy Announcement | Utilities | Medium | Positive | Euro Stoxx 50,1,03165,0.791735,0.791735,0.0,0.0,positive,0.942392,1,0.978266
522,2025-07-21,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Economic Times,Consumer Confidence Report,Real Estate,Tech Giant's New Product Launch Sparks Sector-Wide Gains | Consumer Confidence Report | Real Estate | Medium | Positive | Hang Seng,1,03067,0.79477,0.79477,0.0,0.0,positive,0.870487,1,0.967729
523,2025-06-19,UK's FTSE 100 sees a boost from favorable trade data,CNBC,Regulatory Changes,Construction,UK's FTSE 100 sees a boost from favorable trade data | Regulatory Changes | Construction | High | Negative | Nasdaq Composite,1,03165,0.770619,0.770619,0.0,0.0,positive,0.94704,1,0.953071
524,2025-07-17,Major oil spill sends energy stocks plummeting,Financial Times,Trade Tariffs Announcement,Consumer Goods,Major oil spill sends energy stocks plummeting | Trade Tariffs Announcement | Consumer Goods | Medium | Negative | TSX,1,03175,1.00292,0.80292,0.0,0.2,negative,0.95815,-1,0.762683
525,2025-02-04,Utilities sector remains stable during market fluctuations,Reuters,Unemployment Rate Announcement,Retail,Utilities sector remains stable during market fluctuations | Unemployment Rate Announcement | Retail | Low | Positive | Russell 2000,1,03175,0.789811,0.789811,0.0,0.0,positive,0.80296,1,0.948358
526,2025-07-20,Automotive industry faces headwinds from rising material costs,Wall Street Journal,Supply Chain Disruption,Telecommunications,Automotive industry faces headwinds from rising material costs | Supply Chain Disruption | Telecommunications | High | Negative | KOSPI,1,03486,0.792714,0.792714,0.0,0.0,negative,0.968818,-1,0.600715
