news_id,Date,Headline,Source,Market_Event,Sector,query_text,rank,predicted_ticker,final_score,bi_score,cross_score,boost,sentiment_label,sentiment_confidence,sentiment_score,sentiment_adjusted_score
673,2025-06-22,Quarterly report shows surprising losses for retail giants,Economic Times,Regulatory Changes,Technology,Quarterly report shows surprising losses for retail giants | Regulatory Changes | Technology | Low | Negative | TSX,2,03175,0.791091,0.791091,0.0,0.0,negative,0.808206,-1,0.63125
673,2025-06-22,Quarterly report shows surprising losses for retail giants,Economic Times,Regulatory Changes,Technology,Quarterly report shows surprising losses for retail giants | Regulatory Changes | Technology | Low | Negative | TSX,3,02800,0.786916,0.786916,0.0,0.0,negative,0.808206,-1,0.627918
674,2025-03-14,Nikkei 225 index benefits from a weaker yen,Bloomberg,Geopolitical Event,Utilities,Nikkei 225 index benefits from a weaker yen | Geopolitical Event | Utilities | Low | Positive | IBOVESPA,1,03153,0.818913,0.818913,0.0,0.0,negative,0.845792,-1,0.645756
674,2025-03-14,Nikkei 225 index benefits from a weaker yen,Bloomberg,Geopolitical Event,Utilities,Nikkei 225 index benefits from a weaker yen | Geopolitical Event | Utilities | Low | Positive | IBOVESPA,2,02830,0.808105,0.808105,0.0,0.0,negative,0.845792,-1,0.637233
674,2025-03-14,Nikkei 225 index benefits from a weaker yen,Bloomberg,Geopolitical Event,Utilities,Nikkei 225 index benefits from a weaker yen | Geopolitical Event | Utilities | Low | Positive | IBOVESPA,3,03486,0.807976,0.807976,0.0,0.0,negative,0.845792,-1,0.637131
675,2025-05-09,Consumer confidence index reaches a decade high,The Economist,Supply Chain Disruption,Pharmaceuticals,Consumer confidence index reaches a decade high | Supply Chain Disruption | Pharmaceuticals | High | Positive | Hang Seng,1,03067,0.801469,0.801469,0.0,0.0,positive,0.863972,1,0.974581
675,2025-05-09,Consumer confidence index reaches a decade high,The Economist,Supply Chain Disruption,Pharmaceuticals,Consumer confidence index reaches a decade high | Supply Chain Disruption | Pharmaceuticals | High | Positive | Hang Seng,2,03110,0.799376,0.799376,0.0,0.0,positive,0.863972,1,0.972036
675,2025-05-09,Consumer confidence index reaches a decade high,The Economist,Supply Chain Disruption,Pharmaceuticals,Consumer confidence index reaches a decade high | Supply Chain Disruption | Pharmaceuticals | High | Positive | Hang Seng,3,02837,0.799167,0.799167,0.0,0.0,positive,0.863972,1,0.971781
676,2025-03-15,Pharmaceutical company's drug approval drives stock upward,Forbes,Stock Market Crash,Industrials,Pharmaceutical company's drug approval drives stock upward | Stock Market Crash | Industrials | Medium | Negative | CAC 40,1,03186,0.793593,0.793593,0.0,0.0,negative,0.662693,-1,0.662116
676,2025-03-15,Pharmaceutical company's drug approval drives stock upward,Forbes,Stock Market Crash,Industrials,Pharmaceutical company's drug approval drives stock upward | Stock Market Crash | Industrials | Medium | Negative | CAC 40,2,02823,0.789397,0.789397,0.0,0.0,negative,0.662693,-1,0.658615
676,2025-03-15,Pharmaceutical company's drug approval drives stock upward,Forbes,Stock Market Crash,Industrials,Pharmaceutical company's drug approval drives stock upward | Stock Market Crash | Industrials | Medium | Negative | CAC 40,3,03077,0.78819,0.78819,0.0,0.0,negative,0.662693,-1,0.657608
677,2025-06-30,Semiconductor shortages weigh heavily on tech sector profits,Reuters,Bond Market Fluctuation,Utilities,Semiconductor shortages weigh heavily on tech sector profits | Bond Market Fluctuation | Utilities | Low | Positive | BSE Sensex,1,03486,0.911211,0.811211,0.0,0.1,negative,0.942673,-1,0.696468
677,2025-06-30,Semiconductor shortages weigh heavily on tech sector profits,Reuters,Bond Market Fluctuation,Utilities,Semiconductor shortages weigh heavily on tech sector profits | Bond Market Fluctuation | Utilities | Low | Positive | BSE Sensex,2,03032,0.901496,0.801496,0.0,0.1,negative,0.942673,-1,0.689042
677,2025-06-30,Semiconductor shortages weigh heavily on tech sector profits,Reuters,Bond Market Fluctuation,Utilities,Semiconductor shortages weigh heavily on tech sector profits | Bond Market Fluctuation | Utilities | Low | Positive | BSE Sensex,3,03191,0.900776,0.800776,0.0,0.1,negative,0.942673,-1,0.688492
678,2025-03-14,Central Bank Governor signals potential shift in policy,Yahoo Finance,Inflation Data Release,Industrials,Central Bank Governor signals potential shift in policy | Inflation Data Release | Industrials | Medium | Negative | FTSE 100,1,03081,0.807025,0.807025,0.0,0.0,negative,0.65296,-1,0.675286
678,2025-03-14,Central Bank Governor signals potential shift in policy,Yahoo Finance,Inflation Data Release,Industrials,Central Bank Governor signals potential shift in policy | Inflation Data Release | Industrials | Medium | Negative | FTSE 100,2,03047,0.791973,0.791973,0.0,0.0,negative,0.65296,-1,0.662691
678,2025-03-14,Central Bank Governor signals potential shift in policy,Yahoo Finance,Inflation Data Release,Industrials,Central Bank Governor signals potential shift in policy | Inflation Data Release | Industrials | Medium | Negative | FTSE 100,3,02800,0.789514,0.789514,0.0,0.0,negative,0.65296,-1,0.660634
679,2025-03-12,Healthcare stocks gain on robust demand and strong outlook,Wall Street Journal,Interest Rate Change,Pharmaceuticals,Healthcare stocks gain on robust demand and strong outlook | Interest Rate Change | Pharmaceuticals | High | Negative | S&P/TSX Composite,1,02841,0.875574,0.775574,0.0,0.1,positive,0.944635,1,1.082349
679,2025-03-12,Healthcare stocks gain on robust demand and strong outlook,Wall Street Journal,Interest Rate Change,Pharmaceuticals,Healthcare stocks gain on robust demand and strong outlook | Interest Rate Change | Pharmaceuticals | High | Negative | S&P/TSX Composite,2,02835,0.874108,0.774108,0.0,0.1,positive,0.944635,1,1.080536
679,2025-03-12,Healthcare stocks gain on robust demand and strong outlook,Wall Street Journal,Interest Rate Change,Pharmaceuticals,Healthcare stocks gain on robust demand and strong outlook | Interest Rate Change | Pharmaceuticals | High | Negative | S&P/TSX Composite,3,03186,0.873457,0.773457,0.0,0.1,positive,0.944635,1,1.079732
680,2025-07-16,Market sentiment turns positive on vaccine trial results,CNBC,Government Policy Announcement,Real Estate,Market sentiment turns positive on vaccine trial results | Government Policy Announcement | Real Estate | Low | Negative | CAC 40,1,03428,0.805085,0.805085,0.0,0.0,positive,0.937714,1,0.99382
680,2025-07-16,Market sentiment turns positive on vaccine trial results,CNBC,Government Policy Announcement,Real Estate,Market sentiment turns positive on vaccine trial results | Government Policy Announcement | Real Estate | Low | Negative | CAC 40,2,03471,0.800682,0.800682,0.0,0.0,positive,0.937714,1,0.988385
680,2025-07-16,Market sentiment turns positive on vaccine trial results,CNBC,Government Policy Announcement,Real Estate,Market sentiment turns positive on vaccine trial results | Government Policy Announcement | Real Estate | Low | Negative | CAC 40,3,03174,0.800455,0.800455,0.0,0.0,positive,0.937714,1,0.988104
681,2025-05-12,,Barron's,Major Merger/Acquisition,Transportation,nan | Major Merger/Acquisition | Transportation | Medium | Negative | FTSE 100,1,03165,0.785584,0.785584,0.0,0.0,neutral,0.860107,0,0.785584
681,2025-05-12,,Barron's,Major Merger/Acquisition,Transportation,nan | Major Merger/Acquisition | Transportation | Medium | Negative | FTSE 100,2,03169,0.785383,0.785383,0.0,0.0,neutral,0.860107,0,0.785383
681,2025-05-12,,Barron's,Major Merger/Acquisition,Transportation,nan | Major Merger/Acquisition | Transportation | Medium | Negative | FTSE 100,3,03034,0.783031,0.783031,0.0,0.0,neutral,0.860107,0,0.783031
682,2025-05-09,Consumer confidence index reaches a decade high,Business Standard,Corporate Earnings Report,Automotive,Consumer confidence index reaches a decade high | Corporate Earnings Report | Automotive | Medium | Negative | FTSE 100,1,03165,0.806085,0.806085,0.0,0.0,positive,0.863972,1,0.980194
682,2025-05-09,Consumer confidence index reaches a decade high,Business Standard,Corporate Earnings Report,Automotive,Consumer confidence index reaches a decade high | Corporate Earnings Report | Automotive | Medium | Negative | FTSE 100,2,03032,0.797911,0.797911,0.0,0.0,positive,0.863972,1,0.970254
682,2025-05-09,Consumer confidence index reaches a decade high,Business Standard,Corporate Earnings Report,Automotive,Consumer confidence index reaches a decade high | Corporate Earnings Report | Automotive | Medium | Negative | FTSE 100,3,03077,0.790411,0.790411,0.0,0.0,positive,0.863972,1,0.961134
683,2025-04-09,A massive data breach sends a tech company's stock tumbling,Times of India,Inflation Data Release,Telecommunications,A massive data breach sends a tech company's stock tumbling | Inflation Data Release | Telecommunications | Low | Negative | ASX 200,1,03032,0.806846,0.806846,0.0,0.0,negative,0.890495,-1,0.627223
683,2025-04-09,A massive data breach sends a tech company's stock tumbling,Times of India,Inflation Data Release,Telecommunications,A massive data breach sends a tech company's stock tumbling | Inflation Data Release | Telecommunications | Low | Negative | ASX 200,2,03169,0.804293,0.804293,0.0,0.0,negative,0.890495,-1,0.625238
683,2025-04-09,A massive data breach sends a tech company's stock tumbling,Times of India,Inflation Data Release,Telecommunications,A massive data breach sends a tech company's stock tumbling | Inflation Data Release | Telecommunications | Low | Negative | ASX 200,3,03423,0.801561,0.801561,0.0,0.0,negative,0.890495,-1,0.623114
684,2025-02-05,Utilities sector remains stable during market fluctuations,Times of India,Economic Data Release,Retail,Utilities sector remains stable during market fluctuations | Economic Data Release | Retail | Low | S&P/TSX Composite,1,03175,0.787785,0.787785,0.0,0.0,positive,0.80296,1,0.945925
684,2025-02-05,Utilities sector remains stable during market fluctuations,Times of India,Economic Data Release,Retail,Utilities sector remains stable during market fluctuations | Economic Data Release | Retail | Low | S&P/TSX Composite,2,03179,0.786497,0.786497,0.0,0.0,positive,0.80296,1,0.944378
684,2025-02-05,Utilities sector remains stable during market fluctuations,Times of India,Economic Data Release,Retail,Utilities sector remains stable during market fluctuations | Economic Data Release | Retail | Low | S&P/TSX Composite,3,02809,0.784946,0.784946,0.0,0.0,positive,0.80296,1,0.942516
685,2025-04-03,E-commerce earnings report beats all analyst expectations,The Hindu Business Line,IPO Launch,Construction,E-commerce earnings report beats all analyst expectations | IPO Launch | Construction | Low | Negative | Dow Jones,1,03434,0.772712,0.772712,0.0,0.0,positive,0.681342,1,0.904332
685,2025-04-03,E-commerce earnings report beats all analyst expectations,The Hindu Business Line,IPO Launch,Construction,E-commerce earnings report beats all analyst expectations | IPO Launch | Construction | Low | Negative | Dow Jones,2,02824,0.771745,0.771745,0.0,0.0,positive,0.681342,1,0.903201
685,2025-04-03,E-commerce earnings report beats all analyst expectations,The Hindu Business Line,IPO Launch,Construction,E-commerce earnings report beats all analyst expectations | IPO Launch | Construction | Low | Negative | Dow Jones,3,03165,0.771329,0.771329,0.0,0.0,positive,0.681342,1,0.902714
686,2025-05-14,Utilities sector remains stable during market fluctuations,The Economist,Trade Tariffs Announcement,Healthcare,Utilities sector remains stable during market fluctuations | Trade Tariffs Announcement | Healthcare | High | Neutral | Russell 2000,1,03179,0.797355,0.797355,0.0,0.0,positive,0.80296,1,0.957416
686,2025-05-14,Utilities sector remains stable during market fluctuations,The Economist,Trade Tariffs Announcement,Healthcare,Utilities sector remains stable during market fluctuations | Trade Tariffs Announcement | Healthcare | High | Neutral | Russell 2000,2,03175,0.791779,0.791779,0.0,0.0,positive,0.80296,1,0.950721
686,2025-05-14,Utilities sector remains stable during market fluctuations,The Economist,Trade Tariffs Announcement,Healthcare,Utilities sector remains stable during market fluctuations | Trade Tariffs Announcement | Healthcare | High | Neutral | Russell 2000,3,02800,0.78766,0.78766,0.0,0.0,positive,0.80296,1,0.945775
687,2025-07-19,Dow Jones plunges as market fears recession,Economic Times,Interest Rate Change,Telecommunications,Dow Jones plunges as market fears recession | Interest Rate Change | Telecommunications | Medium | Neutral | Dow Jones,1,03077,0.906237,0.806237,0.0,0.1,negative,0.913254,-1,0.699331
687,2025-07-19,Dow Jones plunges as market fears recession,Economic Times,Interest Rate Change,Telecommunications,Dow Jones plunges as market fears recession | Interest Rate Change | Telecommunications | Medium | Neutral | Dow Jones,2,03428,0.900635,0.800635,0.0,0.1,negative,0.913254,-1,0.695008
687,2025-07-19,Dow Jones plunges as market fears recession,Economic Times,Interest Rate Change,Telecommunications,Dow Jones plunges as market fears recession | Interest Rate Change | Telecommunications | Medium | Neutral | Dow Jones,3,03115,0.900421,0.800421,0.0,0.1,negative,0.913254,-1,0.694843
688,2025-03-08,Nikkei 225 index benefits from a weaker yen,The Hindu Business Line,Government Policy Announcement,Agriculture,Nikkei 225 index benefits from a weaker yen | Government Policy Announcement | Agriculture | Low | Positive | Nasdaq Composite,1,03153,0.815649,0.815649,0.0,0.0,negative,0.845792,-1,0.643182
688,2025-03-08,Nikkei 225 index benefits from a weaker yen,The Hindu Business Line,Government Policy Announcement,Agriculture,Nikkei 225 index benefits from a weaker yen | Government Policy Announcement | Agriculture | Low | Positive | Nasdaq Composite,2,02830,0.802695,0.802695,0.0,0.0,negative,0.845792,-1,0.632967
688,2025-03-08,Nikkei 225 index benefits from a weaker yen,The Hindu Business Line,Government Policy Announcement,Agriculture,Nikkei 225 index benefits from a weaker yen | Government Policy Announcement | Agriculture | Low | Positive | Nasdaq Composite,3,03075,0.801372,0.801372,0.0,0.0,negative,0.845792,-1,0.631924
689,2025-03-11,Unexpected rise in unemployment fuels market pessimism,Reuters,Interest Rate Change,Real Estate,Unexpected rise in unemployment fuels market pessimism | Interest Rate Change | Real Estate | Medium | Russell 2000,1,03175,0.894829,0.794829,0.0,0.1,negative,0.913377,-1,0.6905
689,2025-03-11,Unexpected rise in unemployment fuels market pessimism,Reuters,Interest Rate Change,Real Estate,Unexpected rise in unemployment fuels market pessimism | Interest Rate Change | Real Estate | Medium | Russell 2000,2,02840,0.894389,0.794389,0.0,0.1,negative,0.913377,-1,0.69016
689,2025-03-11,Unexpected rise in unemployment fuels market pessimism,Reuters,Interest Rate Change,Real Estate,Unexpected rise in unemployment fuels market pessimism | Interest Rate Change | Real Estate | Medium | Russell 2000,3,03039,0.890319,0.790319,0.0,0.1,negative,0.913377,-1,0.68702
690,2025-05-13,Central bank maintains status quo on interest rates,Financial Times,Commodity Price Shock,Consumer Goods,Central bank maintains status quo on interest rates | Commodity Price Shock | Consumer Goods | Medium | Neutral | Nasdaq Composite,1,03081,1.0997,0.7997,0.0,0.3,neutral,0.917198,0,1.0997
690,2025-05-13,Central bank maintains status quo on interest rates,Financial Times,Commodity Price Shock,Consumer Goods,Central bank maintains status quo on interest rates | Commodity Price Shock | Consumer Goods | Medium | Neutral | Nasdaq Composite,2,03077,1.014245,0.814245,0.0,0.2,neutral,0.917198,0,1.014245
690,2025-05-13,Central bank maintains status quo on interest rates,Financial Times,Commodity Price Shock,Consumer Goods,Central bank maintains status quo on interest rates | Commodity Price Shock | Consumer Goods | Medium | Neutral | Nasdaq Composite,3,03034,1.004096,0.804096,0.0,0.2,neutral,0.917198,0,1.004096
691,2025-05-24,New IPO for a popular software firm is oversubscribed,Investopedia,Interest Rate Change,Media & Entertainment,New IPO for a popular software firm is oversubscribed | Interest Rate Change | Media & Entertainment | High | Neutral | DAX,1,02800,0.910533,0.810533,0.0,0.1,negative,0.952246,-1,0.69377
691,2025-05-24,New IPO for a popular software firm is oversubscribed,Investopedia,Interest Rate Change,Media & Entertainment,New IPO for a popular software firm is oversubscribed | Interest Rate Change | Media & Entertainment | High | Neutral | DAX,2,03115,0.910408,0.810408,0.0,0.1,negative,0.952246,-1,0.693675
691,2025-05-24,New IPO for a popular software firm is oversubscribed,Investopedia,Interest Rate Change,Media & Entertainment,New IPO for a popular software firm is oversubscribed | Interest Rate Change | Media & Entertainment | High | Neutral | DAX,3,03088,0.906856,0.806856,0.0,0.1,negative,0.952246,-1,0.690969
692,2025-05-16,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Investopedia,Regulatory Changes,Industrials,Major technology firm acquires a smaller rival in a multi-billion dollar deal | Regulatory Changes | Industrials | High | Positive | KOSPI,1,03406,0.782453,0.782453,0.0,0.0,positive,0.692591,1,0.917933
692,2025-05-16,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Investopedia,Regulatory Changes,Industrials,Major technology firm acquires a smaller rival in a multi-billion dollar deal | Regulatory Changes | Industrials | High | Positive | KOSPI,2,03477,0.782423,0.782423,0.0,0.0,positive,0.692591,1,0.917898
692,2025-05-16,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Investopedia,Regulatory Changes,Industrials,Major technology firm acquires a smaller rival in a multi-billion dollar deal | Regulatory Changes | Industrials | High | Positive | KOSPI,3,03069,0.782201,0.782201,0.0,0.0,positive,0.692591,1,0.917637
693,2025-08-08,Consumer Discretionary stocks outperform as spending increases,Barron's,Inflation Data Release,Energy,Consumer Discretionary stocks outperform as spending increases | Inflation Data Release | Energy | Medium | Positive | IBOVESPA,1,03077,0.79607,0.79607,0.0,0.0,negative,0.789037,-1,0.639038
693,2025-08-08,Consumer Discretionary stocks outperform as spending increases,Barron's,Inflation Data Release,Energy,Consumer Discretionary stocks outperform as spending increases | Inflation Data Release | Energy | Medium | Positive | IBOVESPA,2,02846,0.795373,0.795373,0.0,0.0,negative,0.789037,-1,0.638478
693,2025-08-08,Consumer Discretionary stocks outperform as spending increases,Barron's,Inflation Data Release,Energy,Consumer Discretionary stocks outperform as spending increases | Inflation Data Release | Energy | Medium | Positive | IBOVESPA,3,03032,0.792718,0.792718,0.0,0.0,negative,0.789037,-1,0.636347
694,2025-04-27,UK's FTSE 100 sees a boost from favorable trade data,Investopedia,Geopolitical Event,Automotive,UK's FTSE 100 sees a boost from favorable trade data | Geopolitical Event | Automotive | Low | Neutral | Nasdaq Composite,1,03165,0.779857,0.779857,0.0,0.0,positive,0.94704,1,0.964496
694,2025-04-27,UK's FTSE 100 sees a boost from favorable trade data,Investopedia,Geopolitical Event,Automotive,UK's FTSE 100 sees a boost from favorable trade data | Geopolitical Event | Automotive | Low | Neutral | Nasdaq Composite,2,02830,0.774962,0.774962,0.0,0.0,positive,0.94704,1,0.958442
694,2025-04-27,UK's FTSE 100 sees a boost from favorable trade data,Investopedia,Geopolitical Event,Automotive,UK's FTSE 100 sees a boost from favorable trade data | Geopolitical Event | Automotive | Low | Neutral | Nasdaq Composite,3,03473,0.773997,0.773997,0.0,0.0,positive,0.94704,1,0.957249
695,2025-07-17,New regulations on cryptocurrencies cause a market dip,Reuters,Stock Market Crash,Utilities,New regulations on cryptocurrencies cause a market dip | Stock Market Crash | Utilities | Low | Positive | Hang Seng,1,02800,0.82935,0.82935,0.0,0.0,negative,0.960466,-1,0.630209
695,2025-07-17,New regulations on cryptocurrencies cause a market dip,Reuters,Stock Market Crash,Utilities,New regulations on cryptocurrencies cause a market dip | Stock Market Crash | Utilities | Low | Positive | Hang Seng,2,03032,0.822738,0.822738,0.0,0.0,negative,0.960466,-1,0.625185
695,2025-07-17,New regulations on cryptocurrencies cause a market dip,Reuters,Stock Market Crash,Utilities,New regulations on cryptocurrencies cause a market dip | Stock Market Crash | Utilities | Low | Positive | Hang Seng,3,03129,0.82268,0.82268,0.0,0.0,negative,0.960466,-1,0.625141
696,2025-05-29,Market braces for a major policy announcement from the EU,The Motley Fool,Trade Tariffs Announcement,Transportation,Market braces for a major policy announcement from the EU | Trade Tariffs Announcement | Transportation | Medium | Neutral | KOSPI,1,03165,0.804642,0.804642,0.0,0.0,neutral,0.55384,0,0.804642
696,2025-05-29,Market braces for a major policy announcement from the EU,The Motley Fool,Trade Tariffs Announcement,Transportation,Market braces for a major policy announcement from the EU | Trade Tariffs Announcement | Transportation | Medium | Neutral | KOSPI,2,03483,0.80082,0.80082,0.0,0.0,neutral,0.55384,0,0.80082
696,2025-05-29,Market braces for a major policy announcement from the EU,The Motley Fool,Trade Tariffs Announcement,Transportation,Market braces for a major policy announcement from the EU | Trade Tariffs Announcement | Transportation | Medium | Neutral | KOSPI,3,03153,0.798646,0.798646,0.0,0.0,neutral,0.55384,0,0.798646
697,2025-04-09,Consumer confidence index reaches a decade high,Mint,Government Policy Announcement,Finance,Consumer confidence index reaches a decade high | Government Policy Announcement | Finance | Low | Positive | ASX 200,1,02821,0.803344,0.803344,0.0,0.0,positive,0.863972,1,0.976861
697,2025-04-09,Consumer confidence index reaches a decade high,Mint,Government Policy Announcement,Finance,Consumer confidence index reaches a decade high | Government Policy Announcement | Finance | Low | Positive | ASX 200,2,03165,0.801199,0.801199,0.0,0.0,positive,0.863972,1,0.974252
697,2025-04-09,Consumer confidence index reaches a decade high,Mint,Government Policy Announcement,Finance,Consumer confidence index reaches a decade high | Government Policy Announcement | Finance | Low | Positive | ASX 200,3,03077,0.792497,0.792497,0.0,0.0,positive,0.863972,1,0.963671
698,2025-08-13,Nikkei 225 index benefits from a weaker yen,Investopedia,Geopolitical Event,Automotive,Nikkei 225 index benefits from a weaker yen | Geopolitical Event | Automotive | Medium | S&P/TSX Composite,1,03153,0.822659,0.822659,0.0,0.0,negative,0.845792,-1,0.648709
698,2025-08-13,Nikkei 225 index benefits from a weaker yen,Investopedia,Geopolitical Event,Automotive,Nikkei 225 index benefits from a weaker yen | Geopolitical Event | Automotive | Medium | S&P/TSX Composite,2,02830,0.812915,0.812915,0.0,0.0,negative,0.845792,-1,0.641026
698,2025-08-13,Nikkei 225 index benefits from a weaker yen,Investopedia,Geopolitical Event,Automotive,Nikkei 225 index benefits from a weaker yen | Geopolitical Event | Automotive | Medium | S&P/TSX Composite,3,03165,0.812579,0.812579,0.0,0.0,negative,0.845792,-1,0.640761
699,2025-03-24,Media and Entertainment companies report a surge in streaming revenue,CNBC,Geopolitical Event,Finance,Media and Entertainment companies report a surge in streaming revenue | Geopolitical Event | Finance | High | Negative | CAC 40,1,03077,0.786678,0.786678,0.0,0.0,positive,0.893271,1,0.962357
699,2025-03-24,Media and Entertainment companies report a surge in streaming revenue,CNBC,Geopolitical Event,Finance,Media and Entertainment companies report a surge in streaming revenue | Geopolitical Event | Finance | High | Negative | CAC 40,2,02846,0.784456,0.784456,0.0,0.0,positive,0.893271,1,0.959639
699,2025-03-24,Media and Entertainment companies report a surge in streaming revenue,CNBC,Geopolitical Event,Finance,Media and Entertainment companies report a surge in streaming revenue | Geopolitical Event | Finance | High | Negative | CAC 40,3,03411,0.782341,0.782341,0.0,0.0,positive,0.893271,1,0.957052
700,2025-05-18,Banking stocks dip after a major scandal is revealed,Times of India,IPO Launch,Materials,Banking stocks dip after a major scandal is revealed | IPO Launch | Materials | High | Negative | KOSPI,1,02800,0.808161,0.808161,0.0,0.0,negative,0.942514,-1,0.617735
700,2025-05-18,Banking stocks dip after a major scandal is revealed,Times of India,IPO Launch,Materials,Banking stocks dip after a major scandal is revealed | IPO Launch | Materials | High | Negative | KOSPI,2,03129,0.802377,0.802377,0.0,0.0,negative,0.942514,-1,0.613314
700,2025-05-18,Banking stocks dip after a major scandal is revealed,Times of India,IPO Launch,Materials,Banking stocks dip after a major scandal is revealed | IPO Launch | Materials | High | Negative | KOSPI,3,02835,0.800605,0.800605,0.0,0.0,negative,0.942514,-1,0.61196
701,2025-07-31,Government spending bill is expected to stimulate the economy,The Hindu Business Line,IPO Launch,Healthcare,Government spending bill is expected to stimulate the economy | IPO Launch | Healthcare | High | Positive | FTSE 100,1,03077,0.793949,0.793949,0.0,0.0,positive,0.913673,1,0.975301
701,2025-07-31,Government spending bill is expected to stimulate the economy,The Hindu Business Line,IPO Launch,Healthcare,Government spending bill is expected to stimulate the economy | IPO Launch | Healthcare | High | Positive | FTSE 100,2,03457,0.788019,0.788019,0.0,0.0,positive,0.913673,1,0.968017
701,2025-07-31,Government spending bill is expected to stimulate the economy,The Hindu Business Line,IPO Launch,Healthcare,Government spending bill is expected to stimulate the economy | IPO Launch | Healthcare | High | Positive | FTSE 100,3,03034,0.785707,0.785707,0.0,0.0,positive,0.913673,1,0.965177
702,2025-02-19,Media and Entertainment companies report a surge in streaming revenue,Mint,Government Policy Announcement,Construction,Media and Entertainment companies report a surge in streaming revenue | Government Policy Announcement | Construction | High | Neutral | TSX,1,03179,0.786251,0.786251,0.0,0.0,positive,0.893271,1,0.961835
702,2025-02-19,Media and Entertainment companies report a surge in streaming revenue,Mint,Government Policy Announcement,Construction,Media and Entertainment companies report a surge in streaming revenue | Government Policy Announcement | Construction | High | Neutral | TSX,2,03165,0.781018,0.781018,0.0,0.0,positive,0.893271,1,0.955433
702,2025-02-19,Media and Entertainment companies report a surge in streaming revenue,Mint,Government Policy Announcement,Construction,Media and Entertainment companies report a surge in streaming revenue | Government Policy Announcement | Construction | High | Neutral | TSX,3,02846,0.776665,0.776665,0.0,0.0,positive,0.893271,1,0.950108
703,2025-03-14,Mining company stock surges on commodity price boom,Economic Times,Major Merger/Acquisition,Retail,Mining company stock surges on commodity price boom | Major Merger/Acquisition | Retail | Low | Dow Jones,1,03047,0.992755,0.792755,0.0,0.2,negative,0.916112,-1,0.765386
703,2025-03-14,Mining company stock surges on commodity price boom,Economic Times,Major Merger/Acquisition,Retail,Mining company stock surges on commodity price boom | Major Merger/Acquisition | Retail | Low | Dow Jones,2,03081,0.985312,0.785312,0.0,0.2,negative,0.916112,-1,0.759648
703,2025-03-14,Mining company stock surges on commodity price boom,Economic Times,Major Merger/Acquisition,Retail,Mining company stock surges on commodity price boom | Major Merger/Acquisition | Retail | Low | Dow Jones,3,03175,0.982377,0.782377,0.0,0.2,negative,0.916112,-1,0.757385
704,2025-04-19,Semiconductor shortages weigh heavily on tech sector profits,CNBC,Economic Data Release,Transportation,Semiconductor shortages weigh heavily on tech sector profits | Economic Data Release | Transportation | High | Negative | Russell 2000,1,03486,0.901667,0.801667,0.0,0.1,negative,0.942673,-1,0.689173
704,2025-04-19,Semiconductor shortages weigh heavily on tech sector profits,CNBC,Economic Data Release,Transportation,Semiconductor shortages weigh heavily on tech sector profits | Economic Data Release | Transportation | High | Negative | Russell 2000,2,03081,0.891937,0.791937,0.0,0.1,negative,0.942673,-1,0.681736
704,2025-04-19,Semiconductor shortages weigh heavily on tech sector profits,CNBC,Economic Data Release,Transportation,Semiconductor shortages weigh heavily on tech sector profits | Economic Data Release | Transportation | High | Negative | Russell 2000,3,03406,0.889557,0.789557,0.0,0.1,negative,0.942673,-1,0.679917
705,2025-06-19,Pharmaceutical company's drug approval drives stock upward,Investopedia,IPO Launch,Consumer Goods,Pharmaceutical company's drug approval drives stock upward | IPO Launch | Consumer Goods | High | Positive | Russell 2000,1,03186,0.77696,0.77696,0.0,0.0,negative,0.662693,-1,0.648238
705,2025-06-19,Pharmaceutical company's drug approval drives stock upward,Investopedia,IPO Launch,Consumer Goods,Pharmaceutical company's drug approval drives stock upward | IPO Launch | Consumer Goods | High | Positive | Russell 2000,2,02841,0.776845,0.776845,0.0,0.0,negative,0.662693,-1,0.648142
705,2025-06-19,Pharmaceutical company's drug approval drives stock upward,Investopedia,IPO Launch,Consumer Goods,Pharmaceutical company's drug approval drives stock upward | IPO Launch | Consumer Goods | High | Positive | Russell 2000,3,03069,0.771401,0.771401,0.0,0.0,negative,0.662693,-1,0.6436
706,2025-05-31,E-commerce earnings report beats all analyst expectations,CNBC,Market Rally,Real Estate,E-commerce earnings report beats all analyst expectations | Market Rally | Real Estate | Low | Neutral | BSE Sensex,1,03165,0.792428,0.792428,0.0,0.0,positive,0.681342,1,0.927407
706,2025-05-31,E-commerce earnings report beats all analyst expectations,CNBC,Market Rally,Real Estate,E-commerce earnings report beats all analyst expectations | Market Rally | Real Estate | Low | Neutral | BSE Sensex,2,03175,0.784515,0.784515,0.0,0.0,positive,0.681342,1,0.918146
706,2025-05-31,E-commerce earnings report beats all analyst expectations,CNBC,Market Rally,Real Estate,E-commerce earnings report beats all analyst expectations | Market Rally | Real Estate | Low | Neutral | BSE Sensex,3,03483,0.784214,0.784214,0.0,0.0,positive,0.681342,1,0.917794
707,2025-08-06,Consumer Discretionary stocks outperform as spending increases,Times of India,Bond Market Fluctuation,Agriculture,Consumer Discretionary stocks outperform as spending increases | Bond Market Fluctuation | Agriculture | Low | Positive | Shanghai Composite,1,03077,0.822268,0.822268,0.0,0.0,negative,0.789037,-1,0.660068
