concept_id,domain,variant_id,base_meaning,headline
27,china,5,regulatory circular signals regulatory recalibration for mainland and china policy trades,"regulatory recalibration is being signaled by regulatory circular, affecting mainland and china policy trades."
27,china,6,regulatory circular signals regulatory recalibration for mainland and china policy trades,"After regulatory circular, markets are pricing in regulatory recalibration for mainland and china policy trades."
27,china,7,regulatory circular signals regulatory recalibration for mainland and china policy trades,"regulatory circular implies regulatory recalibration, so mainland and china policy trades are under review."
27,china,8,regulatory circular signals regulatory recalibration for mainland and china policy trades,Investors read regulatory circular as a sign of regulatory recalibration for mainland and china policy trades.
27,china,9,regulatory circular signals regulatory recalibration for mainland and china policy trades,mainland and china policy trades face renewed risk after regulatory circular signaled regulatory recalibration.
27,china,10,regulatory circular signals regulatory recalibration for mainland and china policy trades,"regulatory recalibration expectations increased following regulatory circular, impacting mainland and china policy trades."
27,china,11,regulatory circular signals regulatory recalibration for mainland and china policy trades,regulatory circular has shifted expectations toward regulatory recalibration for mainland and china policy trades.
27,china,12,regulatory circular signals regulatory recalibration for mainland and china policy trades,"With regulatory circular released, mainland and china policy trades are exposed to regulatory recalibration."
27,china,13,regulatory circular signals regulatory recalibration for mainland and china policy trades,"mainland and china policy trades are sensitive to regulatory recalibration, and regulatory circular reinforces that view."
27,china,14,regulatory circular signals regulatory recalibration for mainland and china policy trades,regulatory circular reinforces regulatory recalibration concerns around mainland and china policy trades.
27,china,15,regulatory circular signals regulatory recalibration for mainland and china policy trades,regulatory recalibration risk is rising for mainland and china policy trades as shown by regulatory circular.
27,china,16,regulatory circular signals regulatory recalibration for mainland and china policy trades,"The message from regulatory circular is regulatory recalibration, which affects mainland and china policy trades."
27,china,17,regulatory circular signals regulatory recalibration for mainland and china policy trades,mainland and china policy trades are being reassessed since regulatory circular indicates regulatory recalibration.
27,china,18,regulatory circular signals regulatory recalibration for mainland and china policy trades,"Following regulatory circular, traders link mainland and china policy trades to regulatory recalibration."
27,china,19,regulatory circular signals regulatory recalibration for mainland and china policy trades,regulatory circular and regulatory recalibration together are driving repricing in mainland and china policy trades.
27,china,20,regulatory circular signals regulatory recalibration for mainland and china policy trades,mainland and china policy trades pricing now reflects regulatory recalibration signaled by regulatory circular.
28,us_macro,1,US labor report signals fed pivot risk for us macro-sensitive allocations,US labor report is signaling fed pivot risk for us macro-sensitive allocations.
28,us_macro,2,US labor report signals fed pivot risk for us macro-sensitive allocations,us macro-sensitive allocations are reacting as US labor report points to fed pivot risk.
28,us_macro,3,US labor report signals fed pivot risk for us macro-sensitive allocations,"US labor report now suggests fed pivot risk, putting pressure on us macro-sensitive allocations."
28,us_macro,4,US labor report signals fed pivot risk for us macro-sensitive allocations,us macro-sensitive allocations are being repriced because US labor report indicates fed pivot risk.
28,us_macro,5,US labor report signals fed pivot risk for us macro-sensitive allocations,"fed pivot risk is being signaled by US labor report, affecting us macro-sensitive allocations."
28,us_macro,6,US labor report signals fed pivot risk for us macro-sensitive allocations,"After US labor report, markets are pricing in fed pivot risk for us macro-sensitive allocations."
28,us_macro,7,US labor report signals fed pivot risk for us macro-sensitive allocations,"US labor report implies fed pivot risk, so us macro-sensitive allocations are under review."
28,us_macro,8,US labor report signals fed pivot risk for us macro-sensitive allocations,Investors read US labor report as a sign of fed pivot risk for us macro-sensitive allocations.
28,us_macro,9,US labor report signals fed pivot risk for us macro-sensitive allocations,us macro-sensitive allocations face renewed risk after US labor report signaled fed pivot risk.
28,us_macro,10,US labor report signals fed pivot risk for us macro-sensitive allocations,"fed pivot risk expectations increased following US labor report, impacting us macro-sensitive allocations."
28,us_macro,11,US labor report signals fed pivot risk for us macro-sensitive allocations,US labor report has shifted expectations toward fed pivot risk for us macro-sensitive allocations.
28,us_macro,12,US labor report signals fed pivot risk for us macro-sensitive allocations,"With US labor report released, us macro-sensitive allocations are exposed to fed pivot risk."
28,us_macro,13,US labor report signals fed pivot risk for us macro-sensitive allocations,"us macro-sensitive allocations are sensitive to fed pivot risk, and US labor report reinforces that view."
28,us_macro,14,US labor report signals fed pivot risk for us macro-sensitive allocations,US labor report reinforces fed pivot risk concerns around us macro-sensitive allocations.
28,us_macro,15,US labor report signals fed pivot risk for us macro-sensitive allocations,fed pivot risk risk is rising for us macro-sensitive allocations as shown by US labor report.
28,us_macro,16,US labor report signals fed pivot risk for us macro-sensitive allocations,"The message from US labor report is fed pivot risk, which affects us macro-sensitive allocations."
28,us_macro,17,US labor report signals fed pivot risk for us macro-sensitive allocations,us macro-sensitive allocations are being reassessed since US labor report indicates fed pivot risk.
28,us_macro,18,US labor report signals fed pivot risk for us macro-sensitive allocations,"Following US labor report, traders link us macro-sensitive allocations to fed pivot risk."
28,us_macro,19,US labor report signals fed pivot risk for us macro-sensitive allocations,US labor report and fed pivot risk together are driving repricing in us macro-sensitive allocations.
28,us_macro,20,US labor report signals fed pivot risk for us macro-sensitive allocations,us macro-sensitive allocations pricing now reflects fed pivot risk signaled by US labor report.
29,tech,1,AI investment update signals semiconductor weakness for technology and innovation themes,AI investment update is signaling semiconductor weakness for technology and innovation themes.
29,tech,2,AI investment update signals semiconductor weakness for technology and innovation themes,technology and innovation themes are reacting as AI investment update points to semiconductor weakness.
29,tech,3,AI investment update signals semiconductor weakness for technology and innovation themes,"AI investment update now suggests semiconductor weakness, putting pressure on technology and innovation themes."
29,tech,4,AI investment update signals semiconductor weakness for technology and innovation themes,technology and innovation themes are being repriced because AI investment update indicates semiconductor weakness.
29,tech,5,AI investment update signals semiconductor weakness for technology and innovation themes,"semiconductor weakness is being signaled by AI investment update, affecting technology and innovation themes."
29,tech,6,AI investment update signals semiconductor weakness for technology and innovation themes,"After AI investment update, markets are pricing in semiconductor weakness for technology and innovation themes."
29,tech,7,AI investment update signals semiconductor weakness for technology and innovation themes,"AI investment update implies semiconductor weakness, so technology and innovation themes are under review."
29,tech,8,AI investment update signals semiconductor weakness for technology and innovation themes,Investors read AI investment update as a sign of semiconductor weakness for technology and innovation themes.
29,tech,9,AI investment update signals semiconductor weakness for technology and innovation themes,technology and innovation themes face renewed risk after AI investment update signaled semiconductor weakness.
29,tech,10,AI investment update signals semiconductor weakness for technology and innovation themes,"semiconductor weakness expectations increased following AI investment update, impacting technology and innovation themes."
29,tech,11,AI investment update signals semiconductor weakness for technology and innovation themes,AI investment update has shifted expectations toward semiconductor weakness for technology and innovation themes.
29,tech,12,AI investment update signals semiconductor weakness for technology and innovation themes,"With AI investment update released, technology and innovation themes are exposed to semiconductor weakness."
29,tech,13,AI investment update signals semiconductor weakness for technology and innovation themes,"technology and innovation themes are sensitive to semiconductor weakness, and AI investment update reinforces that view."
29,tech,14,AI investment update signals semiconductor weakness for technology and innovation themes,AI investment update reinforces semiconductor weakness concerns around technology and innovation themes.
29,tech,15,AI investment update signals semiconductor weakness for technology and innovation themes,semiconductor weakness risk is rising for technology and innovation themes as shown by AI investment update.
29,tech,16,AI investment update signals semiconductor weakness for technology and innovation themes,"The message from AI investment update is semiconductor weakness, which affects technology and innovation themes."
29,tech,17,AI investment update signals semiconductor weakness for technology and innovation themes,technology and innovation themes are being reassessed since AI investment update indicates semiconductor weakness.
29,tech,18,AI investment update signals semiconductor weakness for technology and innovation themes,"Following AI investment update, traders link technology and innovation themes to semiconductor weakness."
29,tech,19,AI investment update signals semiconductor weakness for technology and innovation themes,AI investment update and semiconductor weakness together are driving repricing in technology and innovation themes.
29,tech,20,AI investment update signals semiconductor weakness for technology and innovation themes,technology and innovation themes pricing now reflects semiconductor weakness signaled by AI investment update.
30,money_market,1,liquidity operations notice signals liquidity preference for cash and money-market sleeves,liquidity operations notice is signaling liquidity preference for cash and money-market sleeves.
30,money_market,2,liquidity operations notice signals liquidity preference for cash and money-market sleeves,cash and money-market sleeves are reacting as liquidity operations notice points to liquidity preference.
30,money_market,3,liquidity operations notice signals liquidity preference for cash and money-market sleeves,"liquidity operations notice now suggests liquidity preference, putting pressure on cash and money-market sleeves."
30,money_market,4,liquidity operations notice signals liquidity preference for cash and money-market sleeves,cash and money-market sleeves are being repriced because liquidity operations notice indicates liquidity preference.
30,money_market,5,liquidity operations notice signals liquidity preference for cash and money-market sleeves,"liquidity preference is being signaled by liquidity operations notice, affecting cash and money-market sleeves."
30,money_market,6,liquidity operations notice signals liquidity preference for cash and money-market sleeves,"After liquidity operations notice, markets are pricing in liquidity preference for cash and money-market sleeves."
30,money_market,7,liquidity operations notice signals liquidity preference for cash and money-market sleeves,"liquidity operations notice implies liquidity preference, so cash and money-market sleeves are under review."
30,money_market,8,liquidity operations notice signals liquidity preference for cash and money-market sleeves,Investors read liquidity operations notice as a sign of liquidity preference for cash and money-market sleeves.
30,money_market,9,liquidity operations notice signals liquidity preference for cash and money-market sleeves,cash and money-market sleeves face renewed risk after liquidity operations notice signaled liquidity preference.
30,money_market,10,liquidity operations notice signals liquidity preference for cash and money-market sleeves,"liquidity preference expectations increased following liquidity operations notice, impacting cash and money-market sleeves."
30,money_market,11,liquidity operations notice signals liquidity preference for cash and money-market sleeves,liquidity operations notice has shifted expectations toward liquidity preference for cash and money-market sleeves.
30,money_market,12,liquidity operations notice signals liquidity preference for cash and money-market sleeves,"With liquidity operations notice released, cash and money-market sleeves are exposed to liquidity preference."
30,money_market,13,liquidity operations notice signals liquidity preference for cash and money-market sleeves,"cash and money-market sleeves are sensitive to liquidity preference, and liquidity operations notice reinforces that view."
30,money_market,14,liquidity operations notice signals liquidity preference for cash and money-market sleeves,liquidity operations notice reinforces liquidity preference concerns around cash and money-market sleeves.
30,money_market,15,liquidity operations notice signals liquidity preference for cash and money-market sleeves,liquidity preference risk is rising for cash and money-market sleeves as shown by liquidity operations notice.
30,money_market,16,liquidity operations notice signals liquidity preference for cash and money-market sleeves,"The message from liquidity operations notice is liquidity preference, which affects cash and money-market sleeves."
30,money_market,17,liquidity operations notice signals liquidity preference for cash and money-market sleeves,cash and money-market sleeves are being reassessed since liquidity operations notice indicates liquidity preference.
30,money_market,18,liquidity operations notice signals liquidity preference for cash and money-market sleeves,"Following liquidity operations notice, traders link cash and money-market sleeves to liquidity preference."
30,money_market,19,liquidity operations notice signals liquidity preference for cash and money-market sleeves,liquidity operations notice and liquidity preference together are driving repricing in cash and money-market sleeves.
30,money_market,20,liquidity operations notice signals liquidity preference for cash and money-market sleeves,cash and money-market sleeves pricing now reflects liquidity preference signaled by liquidity operations notice.
31,equity,1,earnings season update signals earnings downgrade for regional equity baskets,earnings season update is signaling earnings downgrade for regional equity baskets.
31,equity,2,earnings season update signals earnings downgrade for regional equity baskets,regional equity baskets are reacting as earnings season update points to earnings downgrade.
31,equity,3,earnings season update signals earnings downgrade for regional equity baskets,"earnings season update now suggests earnings downgrade, putting pressure on regional equity baskets."
31,equity,4,earnings season update signals earnings downgrade for regional equity baskets,regional equity baskets are being repriced because earnings season update indicates earnings downgrade.
31,equity,5,earnings season update signals earnings downgrade for regional equity baskets,"earnings downgrade is being signaled by earnings season update, affecting regional equity baskets."
31,equity,6,earnings season update signals earnings downgrade for regional equity baskets,"After earnings season update, markets are pricing in earnings downgrade for regional equity baskets."
31,equity,7,earnings season update signals earnings downgrade for regional equity baskets,"earnings season update implies earnings downgrade, so regional equity baskets are under review."
31,equity,8,earnings season update signals earnings downgrade for regional equity baskets,Investors read earnings season update as a sign of earnings downgrade for regional equity baskets.
31,equity,9,earnings season update signals earnings downgrade for regional equity baskets,regional equity baskets face renewed risk after earnings season update signaled earnings downgrade.
31,equity,10,earnings season update signals earnings downgrade for regional equity baskets,"earnings downgrade expectations increased following earnings season update, impacting regional equity baskets."
31,equity,11,earnings season update signals earnings downgrade for regional equity baskets,earnings season update has shifted expectations toward earnings downgrade for regional equity baskets.
31,equity,12,earnings season update signals earnings downgrade for regional equity baskets,"With earnings season update released, regional equity baskets are exposed to earnings downgrade."
31,equity,13,earnings season update signals earnings downgrade for regional equity baskets,"regional equity baskets are sensitive to earnings downgrade, and earnings season update reinforces that view."
31,equity,14,earnings season update signals earnings downgrade for regional equity baskets,earnings season update reinforces earnings downgrade concerns around regional equity baskets.
31,equity,15,earnings season update signals earnings downgrade for regional equity baskets,earnings downgrade risk is rising for regional equity baskets as shown by earnings season update.
31,equity,16,earnings season update signals earnings downgrade for regional equity baskets,"The message from earnings season update is earnings downgrade, which affects regional equity baskets."
31,equity,17,earnings season update signals earnings downgrade for regional equity baskets,regional equity baskets are being reassessed since earnings season update indicates earnings downgrade.
31,equity,18,earnings season update signals earnings downgrade for regional equity baskets,"Following earnings season update, traders link regional equity baskets to earnings downgrade."
31,equity,19,earnings season update signals earnings downgrade for regional equity baskets,earnings season update and earnings downgrade together are driving repricing in regional equity baskets.
31,equity,20,earnings season update signals earnings downgrade for regional equity baskets,regional equity baskets pricing now reflects earnings downgrade signaled by earnings season update.
32,rates,1,central bank policy statement signals rate hike expectations for duration-sensitive bond exposures,central bank policy statement is signaling rate hike expectations for duration-sensitive bond exposures.
32,rates,2,central bank policy statement signals rate hike expectations for duration-sensitive bond exposures,duration-sensitive bond exposures are reacting as central bank policy statement points to rate hike expectations.
32,rates,3,central bank policy statement signals rate hike expectations for duration-sensitive bond exposures,"central bank policy statement now suggests rate hike expectations, putting pressure on duration-sensitive bond exposures."
32,rates,4,central bank policy statement signals rate hike expectations for duration-sensitive bond exposures,duration-sensitive bond exposures are being repriced because central bank policy statement indicates rate hike expectations.
32,rates,5,central bank policy statement signals rate hike expectations for duration-sensitive bond exposures,"rate hike expectations is being signaled by central bank policy statement, affecting duration-sensitive bond exposures."
32,rates,6,central bank policy statement signals rate hike expectations for duration-sensitive bond exposures,"After central bank policy statement, markets are pricing in rate hike expectations for duration-sensitive bond exposures."
32,rates,7,central bank policy statement signals rate hike expectations for duration-sensitive bond exposures,"central bank policy statement implies rate hike expectations, so duration-sensitive bond exposures are under review."
32,rates,8,central bank policy statement signals rate hike expectations for duration-sensitive bond exposures,Investors read central bank policy statement as a sign of rate hike expectations for duration-sensitive bond exposures.
32,rates,9,central bank policy statement signals rate hike expectations for duration-sensitive bond exposures,duration-sensitive bond exposures face renewed risk after central bank policy statement signaled rate hike expectations.
32,rates,10,central bank policy statement signals rate hike expectations for duration-sensitive bond exposures,"rate hike expectations expectations increased following central bank policy statement, impacting duration-sensitive bond exposures."
32,rates,11,central bank policy statement signals rate hike expectations for duration-sensitive bond exposures,central bank policy statement has shifted expectations toward rate hike expectations for duration-sensitive bond exposures.
32,rates,12,central bank policy statement signals rate hike expectations for duration-sensitive bond exposures,"With central bank policy statement released, duration-sensitive bond exposures are exposed to rate hike expectations."
32,rates,13,central bank policy statement signals rate hike expectations for duration-sensitive bond exposures,"duration-sensitive bond exposures are sensitive to rate hike expectations, and central bank policy statement reinforces that view."
32,rates,14,central bank policy statement signals rate hike expectations for duration-sensitive bond exposures,central bank policy statement reinforces rate hike expectations concerns around duration-sensitive bond exposures.
32,rates,15,central bank policy statement signals rate hike expectations for duration-sensitive bond exposures,rate hike expectations risk is rising for duration-sensitive bond exposures as shown by central bank policy statement.
32,rates,16,central bank policy statement signals rate hike expectations for duration-sensitive bond exposures,"The message from central bank policy statement is rate hike expectations, which affects duration-sensitive bond exposures."
32,rates,17,central bank policy statement signals rate hike expectations for duration-sensitive bond exposures,duration-sensitive bond exposures are being reassessed since central bank policy statement indicates rate hike expectations.
32,rates,18,central bank policy statement signals rate hike expectations for duration-sensitive bond exposures,"Following central bank policy statement, traders link duration-sensitive bond exposures to rate hike expectations."
32,rates,19,central bank policy statement signals rate hike expectations for duration-sensitive bond exposures,central bank policy statement and rate hike expectations together are driving repricing in duration-sensitive bond exposures.
32,rates,20,central bank policy statement signals rate hike expectations for duration-sensitive bond exposures,duration-sensitive bond exposures pricing now reflects rate hike expectations signaled by central bank policy statement.
33,commodity,1,commodity market briefing signals raw material shortage for commodity-linked holdings,commodity market briefing is signaling raw material shortage for commodity-linked holdings.
33,commodity,2,commodity market briefing signals raw material shortage for commodity-linked holdings,commodity-linked holdings are reacting as commodity market briefing points to raw material shortage.
33,commodity,3,commodity market briefing signals raw material shortage for commodity-linked holdings,"commodity market briefing now suggests raw material shortage, putting pressure on commodity-linked holdings."
33,commodity,4,commodity market briefing signals raw material shortage for commodity-linked holdings,commodity-linked holdings are being repriced because commodity market briefing indicates raw material shortage.
33,commodity,5,commodity market briefing signals raw material shortage for commodity-linked holdings,"raw material shortage is being signaled by commodity market briefing, affecting commodity-linked holdings."
33,commodity,6,commodity market briefing signals raw material shortage for commodity-linked holdings,"After commodity market briefing, markets are pricing in raw material shortage for commodity-linked holdings."
33,commodity,7,commodity market briefing signals raw material shortage for commodity-linked holdings,"commodity market briefing implies raw material shortage, so commodity-linked holdings are under review."
33,commodity,8,commodity market briefing signals raw material shortage for commodity-linked holdings,Investors read commodity market briefing as a sign of raw material shortage for commodity-linked holdings.
33,commodity,9,commodity market briefing signals raw material shortage for commodity-linked holdings,commodity-linked holdings face renewed risk after commodity market briefing signaled raw material shortage.
33,commodity,10,commodity market briefing signals raw material shortage for commodity-linked holdings,"raw material shortage expectations increased following commodity market briefing, impacting commodity-linked holdings."
33,commodity,11,commodity market briefing signals raw material shortage for commodity-linked holdings,commodity market briefing has shifted expectations toward raw material shortage for commodity-linked holdings.
33,commodity,12,commodity market briefing signals raw material shortage for commodity-linked holdings,"With commodity market briefing released, commodity-linked holdings are exposed to raw material shortage."
33,commodity,13,commodity market briefing signals raw material shortage for commodity-linked holdings,"commodity-linked holdings are sensitive to raw material shortage, and commodity market briefing reinforces that view."
33,commodity,14,commodity market briefing signals raw material shortage for commodity-linked holdings,commodity market briefing reinforces raw material shortage concerns around commodity-linked holdings.
33,commodity,15,commodity market briefing signals raw material shortage for commodity-linked holdings,raw material shortage risk is rising for commodity-linked holdings as shown by commodity market briefing.
33,commodity,16,commodity market briefing signals raw material shortage for commodity-linked holdings,"The message from commodity market briefing is raw material shortage, which affects commodity-linked holdings."
33,commodity,17,commodity market briefing signals raw material shortage for commodity-linked holdings,commodity-linked holdings are being reassessed since commodity market briefing indicates raw material shortage.
33,commodity,18,commodity market briefing signals raw material shortage for commodity-linked holdings,"Following commodity market briefing, traders link commodity-linked holdings to raw material shortage."
33,commodity,19,commodity market briefing signals raw material shortage for commodity-linked holdings,commodity market briefing and raw material shortage together are driving repricing in commodity-linked holdings.
33,commodity,20,commodity market briefing signals raw material shortage for commodity-linked holdings,commodity-linked holdings pricing now reflects raw material shortage signaled by commodity market briefing.
34,crypto,1,crypto regulation hearing signals bitcoin volatility for crypto and digital-asset proxies,crypto regulation hearing is signaling bitcoin volatility for crypto and digital-asset proxies.
34,crypto,2,crypto regulation hearing signals bitcoin volatility for crypto and digital-asset proxies,crypto and digital-asset proxies are reacting as crypto regulation hearing points to bitcoin volatility.
34,crypto,3,crypto regulation hearing signals bitcoin volatility for crypto and digital-asset proxies,"crypto regulation hearing now suggests bitcoin volatility, putting pressure on crypto and digital-asset proxies."
34,crypto,4,crypto regulation hearing signals bitcoin volatility for crypto and digital-asset proxies,crypto and digital-asset proxies are being repriced because crypto regulation hearing indicates bitcoin volatility.
34,crypto,5,crypto regulation hearing signals bitcoin volatility for crypto and digital-asset proxies,"bitcoin volatility is being signaled by crypto regulation hearing, affecting crypto and digital-asset proxies."
34,crypto,6,crypto regulation hearing signals bitcoin volatility for crypto and digital-asset proxies,"After crypto regulation hearing, markets are pricing in bitcoin volatility for crypto and digital-asset proxies."
34,crypto,7,crypto regulation hearing signals bitcoin volatility for crypto and digital-asset proxies,"crypto regulation hearing implies bitcoin volatility, so crypto and digital-asset proxies are under review."
34,crypto,8,crypto regulation hearing signals bitcoin volatility for crypto and digital-asset proxies,Investors read crypto regulation hearing as a sign of bitcoin volatility for crypto and digital-asset proxies.
34,crypto,9,crypto regulation hearing signals bitcoin volatility for crypto and digital-asset proxies,crypto and digital-asset proxies face renewed risk after crypto regulation hearing signaled bitcoin volatility.
34,crypto,10,crypto regulation hearing signals bitcoin volatility for crypto and digital-asset proxies,"bitcoin volatility expectations increased following crypto regulation hearing, impacting crypto and digital-asset proxies."
34,crypto,11,crypto regulation hearing signals bitcoin volatility for crypto and digital-asset proxies,crypto regulation hearing has shifted expectations toward bitcoin volatility for crypto and digital-asset proxies.
34,crypto,12,crypto regulation hearing signals bitcoin volatility for crypto and digital-asset proxies,"With crypto regulation hearing released, crypto and digital-asset proxies are exposed to bitcoin volatility."
34,crypto,13,crypto regulation hearing signals bitcoin volatility for crypto and digital-asset proxies,"crypto and digital-asset proxies are sensitive to bitcoin volatility, and crypto regulation hearing reinforces that view."
34,crypto,14,crypto regulation hearing signals bitcoin volatility for crypto and digital-asset proxies,crypto regulation hearing reinforces bitcoin volatility concerns around crypto and digital-asset proxies.
34,crypto,15,crypto regulation hearing signals bitcoin volatility for crypto and digital-asset proxies,bitcoin volatility risk is rising for crypto and digital-asset proxies as shown by crypto regulation hearing.
34,crypto,16,crypto regulation hearing signals bitcoin volatility for crypto and digital-asset proxies,"The message from crypto regulation hearing is bitcoin volatility, which affects crypto and digital-asset proxies."
34,crypto,17,crypto regulation hearing signals bitcoin volatility for crypto and digital-asset proxies,crypto and digital-asset proxies are being reassessed since crypto regulation hearing indicates bitcoin volatility.
34,crypto,18,crypto regulation hearing signals bitcoin volatility for crypto and digital-asset proxies,"Following crypto regulation hearing, traders link crypto and digital-asset proxies to bitcoin volatility."
34,crypto,19,crypto regulation hearing signals bitcoin volatility for crypto and digital-asset proxies,crypto regulation hearing and bitcoin volatility together are driving repricing in crypto and digital-asset proxies.
34,crypto,20,crypto regulation hearing signals bitcoin volatility for crypto and digital-asset proxies,crypto and digital-asset proxies pricing now reflects bitcoin volatility signaled by crypto regulation hearing.
35,fx,1,FX reserve update signals rmb weakness for currency-sensitive allocations,FX reserve update is signaling rmb weakness for currency-sensitive allocations.
35,fx,2,FX reserve update signals rmb weakness for currency-sensitive allocations,currency-sensitive allocations are reacting as FX reserve update points to rmb weakness.
35,fx,3,FX reserve update signals rmb weakness for currency-sensitive allocations,"FX reserve update now suggests rmb weakness, putting pressure on currency-sensitive allocations."
35,fx,4,FX reserve update signals rmb weakness for currency-sensitive allocations,currency-sensitive allocations are being repriced because FX reserve update indicates rmb weakness.
35,fx,5,FX reserve update signals rmb weakness for currency-sensitive allocations,"rmb weakness is being signaled by FX reserve update, affecting currency-sensitive allocations."
35,fx,6,FX reserve update signals rmb weakness for currency-sensitive allocations,"After FX reserve update, markets are pricing in rmb weakness for currency-sensitive allocations."
35,fx,7,FX reserve update signals rmb weakness for currency-sensitive allocations,"FX reserve update implies rmb weakness, so currency-sensitive allocations are under review."
35,fx,8,FX reserve update signals rmb weakness for currency-sensitive allocations,Investors read FX reserve update as a sign of rmb weakness for currency-sensitive allocations.
35,fx,9,FX reserve update signals rmb weakness for currency-sensitive allocations,currency-sensitive allocations face renewed risk after FX reserve update signaled rmb weakness.
35,fx,10,FX reserve update signals rmb weakness for currency-sensitive allocations,"rmb weakness expectations increased following FX reserve update, impacting currency-sensitive allocations."
35,fx,11,FX reserve update signals rmb weakness for currency-sensitive allocations,FX reserve update has shifted expectations toward rmb weakness for currency-sensitive allocations.
35,fx,12,FX reserve update signals rmb weakness for currency-sensitive allocations,"With FX reserve update released, currency-sensitive allocations are exposed to rmb weakness."
35,fx,13,FX reserve update signals rmb weakness for currency-sensitive allocations,"currency-sensitive allocations are sensitive to rmb weakness, and FX reserve update reinforces that view."
35,fx,14,FX reserve update signals rmb weakness for currency-sensitive allocations,FX reserve update reinforces rmb weakness concerns around currency-sensitive allocations.
35,fx,15,FX reserve update signals rmb weakness for currency-sensitive allocations,rmb weakness risk is rising for currency-sensitive allocations as shown by FX reserve update.
35,fx,16,FX reserve update signals rmb weakness for currency-sensitive allocations,"The message from FX reserve update is rmb weakness, which affects currency-sensitive allocations."
35,fx,17,FX reserve update signals rmb weakness for currency-sensitive allocations,currency-sensitive allocations are being reassessed since FX reserve update indicates rmb weakness.
35,fx,18,FX reserve update signals rmb weakness for currency-sensitive allocations,"Following FX reserve update, traders link currency-sensitive allocations to rmb weakness."
35,fx,19,FX reserve update signals rmb weakness for currency-sensitive allocations,FX reserve update and rmb weakness together are driving repricing in currency-sensitive allocations.
35,fx,20,FX reserve update signals rmb weakness for currency-sensitive allocations,currency-sensitive allocations pricing now reflects rmb weakness signaled by FX reserve update.
36,credit,1,default cycle signal signals default risk repricing for corporate credit exposures,default cycle signal is signaling default risk repricing for corporate credit exposures.
36,credit,2,default cycle signal signals default risk repricing for corporate credit exposures,corporate credit exposures are reacting as default cycle signal points to default risk repricing.
36,credit,3,default cycle signal signals default risk repricing for corporate credit exposures,"default cycle signal now suggests default risk repricing, putting pressure on corporate credit exposures."
36,credit,4,default cycle signal signals default risk repricing for corporate credit exposures,corporate credit exposures are being repriced because default cycle signal indicates default risk repricing.
36,credit,5,default cycle signal signals default risk repricing for corporate credit exposures,"default risk repricing is being signaled by default cycle signal, affecting corporate credit exposures."
36,credit,6,default cycle signal signals default risk repricing for corporate credit exposures,"After default cycle signal, markets are pricing in default risk repricing for corporate credit exposures."
36,credit,7,default cycle signal signals default risk repricing for corporate credit exposures,"default cycle signal implies default risk repricing, so corporate credit exposures are under review."
36,credit,8,default cycle signal signals default risk repricing for corporate credit exposures,Investors read default cycle signal as a sign of default risk repricing for corporate credit exposures.
36,credit,9,default cycle signal signals default risk repricing for corporate credit exposures,corporate credit exposures face renewed risk after default cycle signal signaled default risk repricing.
36,credit,10,default cycle signal signals default risk repricing for corporate credit exposures,"default risk repricing expectations increased following default cycle signal, impacting corporate credit exposures."
36,credit,11,default cycle signal signals default risk repricing for corporate credit exposures,default cycle signal has shifted expectations toward default risk repricing for corporate credit exposures.
36,credit,12,default cycle signal signals default risk repricing for corporate credit exposures,"With default cycle signal released, corporate credit exposures are exposed to default risk repricing."
36,credit,13,default cycle signal signals default risk repricing for corporate credit exposures,"corporate credit exposures are sensitive to default risk repricing, and default cycle signal reinforces that view."
36,credit,14,default cycle signal signals default risk repricing for corporate credit exposures,default cycle signal reinforces default risk repricing concerns around corporate credit exposures.
36,credit,15,default cycle signal signals default risk repricing for corporate credit exposures,default risk repricing risk is rising for corporate credit exposures as shown by default cycle signal.
36,credit,16,default cycle signal signals default risk repricing for corporate credit exposures,"The message from default cycle signal is default risk repricing, which affects corporate credit exposures."
36,credit,17,default cycle signal signals default risk repricing for corporate credit exposures,corporate credit exposures are being reassessed since default cycle signal indicates default risk repricing.
36,credit,18,default cycle signal signals default risk repricing for corporate credit exposures,"Following default cycle signal, traders link corporate credit exposures to default risk repricing."
36,credit,19,default cycle signal signals default risk repricing for corporate credit exposures,default cycle signal and default risk repricing together are driving repricing in corporate credit exposures.
36,credit,20,default cycle signal signals default risk repricing for corporate credit exposures,corporate credit exposures pricing now reflects default risk repricing signaled by default cycle signal.
37,china,1,China policy meeting signals policy easing for mainland and china policy trades,China policy meeting is signaling policy easing for mainland and china policy trades.
37,china,2,China policy meeting signals policy easing for mainland and china policy trades,mainland and china policy trades are reacting as China policy meeting points to policy easing.
37,china,3,China policy meeting signals policy easing for mainland and china policy trades,"China policy meeting now suggests policy easing, putting pressure on mainland and china policy trades."
37,china,4,China policy meeting signals policy easing for mainland and china policy trades,mainland and china policy trades are being repriced because China policy meeting indicates policy easing.
37,china,5,China policy meeting signals policy easing for mainland and china policy trades,"policy easing is being signaled by China policy meeting, affecting mainland and china policy trades."
37,china,6,China policy meeting signals policy easing for mainland and china policy trades,"After China policy meeting, markets are pricing in policy easing for mainland and china policy trades."
37,china,7,China policy meeting signals policy easing for mainland and china policy trades,"China policy meeting implies policy easing, so mainland and china policy trades are under review."
37,china,8,China policy meeting signals policy easing for mainland and china policy trades,Investors read China policy meeting as a sign of policy easing for mainland and china policy trades.
